Unnamed: 0,Authors,Title,Year,Link,Authors with Affiliations,Abstract
10,Shintaro Funasawa;Hiromi Ishizaki;Keiichiro Hoashi;Yasuhiro Takishima;Jiro Katto,Automated Music Slideshow Generation Using Web Images Based on Lyrics.,2010,https://doi.org/10.5281/zenodo.1415996,"Shintaro Funasawa, Waseda University, JPN, education;Jiro Katto, Waseda University, JPN, education;Hiromi Ishizaki, KDDI R&D Laboratories Inc., JPN, company;Keiichiro Hoashi, KDDI R&D Laboratories Inc., JPN, company;Yasuhiro Takishima, KDDI R&D Laboratories Inc., JPN, company","In this paper, we propose a system which automatically generates slideshows for music, by utilizing images retrieved from photo sharing web sites, based on query words extracted from song lyrics. The proposed system consists of two major steps: (1) query extraction from song lyrics, (2) image selection from web image search results. Moreover, in order to improve the display duration of each image in the slideshow, we adjust image transition timing by analyzing the duration of each lyric line in the input song. We have conducted subjective evaluation experiments, which prove that the proposal can generate impressive music slideshows for any input song."
11,Eric Humphrey,Automatic Characterization of Digital Music for Rhythmic Auditory Stimulation.,2010,https://doi.org/10.5281/zenodo.1418135,"Eric Humphrey, University of Miami, USA, education","A computational rhythm analysis system is proposed to characterize the suitability of musical recordings for rhythmic auditory stimulation, a neurologic music therapy technique that uses rhythm to entrain periodic physical motion. Current applications of RAS are limited by the general inability to take advantage of the enormous amount of digital music that exists today. The system aims to identify motor-rhythmic music for the entrainment of neuromuscular activity for rehabilitation and exercise, motivating the concept of musical “use-genres.” This work builds upon prior research in meter and tempo analysis to establish a representation of rhythm chroma and alternatively describe beat spectra."
12,Menno van Zaanen;Pieter Kanters,Automatic Mood Classification Using TF*IDF Based on Lyrics.,2010,https://doi.org/10.5281/zenodo.1417287,"Menno van Zaanen, Tilburg University, NLD, education;Pieter Kanters, Tilburg University, NLD, education","This paper presents the outcomes of research into using lingual parts of music in an automatic mood classification system. Using a collection of lyrics and corresponding user-tagged moods, we build classifiers that classify lyrics of songs into moods. By comparing the performance of different mood frameworks (or dimensions), we examine to what extent the linguistic part of music reveals adequate information for assigning a mood category and which aspects of mood can be classified best. Our results show that word oriented metrics provide a valuable source of information for automatic mood classification of music, based on lyrics only. Metrics such as term frequencies and tf*idf values are used to measure relevance of words to the different mood classes. These metrics are incorporated in a machine learning classifier setup. Different partitions of the mood plane are investigated and we show that there is no large difference in mood prediction based on the mood division. Predictions on the valence, tension and combinations of aspects lead to similar performance."
13,Emanuele Coviello;Luke Barrington;Antoni B. Chan;Gert R. G. Lanckriet,Automatic Music Tagging With Time Series Models.,2010,https://doi.org/10.5281/zenodo.1415274,"Emanuele Coviello, University of California, San Diego, USA, education;Luke Barrington, University of California, San Diego, USA, education;Antoni B. Chan, City University of Hong Kong, HKG, education;Gert. R. G. Lanckriet, University of California, San Diego, USA, education","State-of-the-art systems for automatic music tagging model music based on bag-of-feature representations which give little or no account of temporal dynamics, a key characteristic of the audio signal. We describe a novel approach to automatic music annotation and retrieval that captures temporal (e.g., rhythmical) aspects as well as timbral content. The proposed approach leverages a recently proposed song model that is based on a generative time series model of the musical content — the dynamic texture mixture (DTM) model — that treats fragments of audio as the output of a linear dynamical system. To model characteristic temporal dynamics and timbral content at the tag level, a novel, efﬁcient hierarchical EM algorithm for DTM (HEM-DTM) is used to summarize the common information shared by DTMs modeling individual songs associated with a tag. Experiments show learning the semantics of music beneﬁts from modeling temporal dynamics."
14,Halfdan Rump;Shigeki Miyabe;Emiru Tsunoo;Nobutaka Ono;Shigeki Sagayama,Autoregressive MFCC Models for Genre Classification Improved by Harmonic-percussion Separation.,2010,https://doi.org/10.5281/zenodo.1418239,"Halfdan Rump, The University of Tokyo, Graduate School of Information Science and Technology, JPN, education;Shigeki Miyabe, The University of Tokyo, Graduate School of Information Science and Technology, JPN, education;Emiru Tsunoo, The University of Tokyo, Graduate School of Information Science and Technology, JPN, education;Nobukata Ono, The University of Tokyo, Graduate School of Information Science and Technology, JPN, education;Shigeki Sagama, The University of Tokyo, Graduate School of Information Science and Technology, JPN, education","In this work we improve accuracy of MFCC-based genre classification by using the Harmonic-Percussion Signal Separation (HPSS) algorithm on the music signal, and then calculate the MFCCs on the separated signals. The choice of the HPSS algorithm was mainly based on the observation that the presence of harmonics causes the high MFCCs to be noisy. A multivariate autoregressive (MAR) model was trained on the improved MFCCs, and performance in the task of genre classification was evaluated. By combining features calculated on the separated signals, relative error rate reductions of 20% and 16.2% were obtained when an SVM classifier was trained on the MFCCs and MAR features respectively. Next, by analyzing the MAR features calculated on the separated signals, it was concluded that the original signal contained some information which the MAR model was capable of handling, and that the best performance was obtained when all three signals were used. Finally, by choosing the number of MFCCs from each signal type to be used in the autoregressive modelling, it was verified that the best performance was reached when the high MFCCs calculated on the harmonic signal were discarded."
15,Jakob Abeßer;Paul Bräuer;Hanna M. Lukashevich;Gerald Schuller,Bass Playing Style Detection Based on High-level Features and Pattern Similarity.,2010,https://doi.org/10.5281/zenodo.1418213,"Jakob Abeßer, Fraunhofer IDMT, DEU, facility;Paul Br¨auer, Piranha Musik & IT, DEU, company;Hanna Lukashevich, Fraunhofer IDMT, DEU, facility;Gerald Schuller, Fraunhofer IDMT, DEU, facility","In this paper, we compare two approaches for automatic classiﬁcation of bass playing styles, one based on high- level features and another one based on similarity mea- sures between bass patterns. For both approaches, we com- pare two different strategies: classiﬁcation of patterns as a whole and classiﬁcation of all measures of a pattern with a subsequent accumulation of the classiﬁcation results. Fur- thermore, we investigate the inﬂuence of potential tran- scription errors on the classiﬁcation accuracy, which tend to occur when real audio data is analyzed. We achieve best classiﬁcation accuracy values of 60.8% for the feature-based classiﬁcation and 68.5% for the classiﬁca- tion based on pattern similarity based on a taxonomy con- sisting of 8 different bass playing styles."
16,Leigh M. Smith,Beat Critic: Beat Tracking Octave Error Identification By Metrical Profile Analysis.,2010,https://doi.org/10.5281/zenodo.1417891,"Leigh M. Smith, IRCAM, facility","Computational models of beat tracking of musical au-
dio have been well explored, however, such systems often
make “octave errors”, identifying the beat period at dou-
ble or half the beat rate than that actually recorded in the
music. A method is described to detect if octave errors
have occurred in beat tracking. Following an initial beat
tracking estimation, a feature vector of metrical proﬁle sep-
arated by spectral subbands is computed. A measure of
subbeat quaver (1/8th note) alternation is used to compare
half time and double time measures against the initial beat
track estimation and indicate a likely octave error. This er-
ror estimate can then be used to re-estimate the beat rate.
The performance of the approach is evaluated against the
RWC database, showing successful identiﬁcation of octave
errors for an existing beat tracker. Using the octave error
detector together with the existing beat tracking model im-
proved beat tracking by reducing octave errors to 43% of
the previous error rate."
17,Qi Lu;Xiaoou Chen;Deshun Yang;Jun Wang,Boosting for Multi-Modal Music Emotion Classification.,2010,https://doi.org/10.5281/zenodo.1417085,"Qi Lu, Peking University, Institute of Computer Science & Technology, CHN, education;Xiaoou Chen, Peking University, Institute of Computer Science & Technology, CHN, education;Deshun Yang, Peking University, Institute of Computer Science & Technology, CHN, education;Jun Wang, Peking University, Institute of Computer Science & Technology, CHN, education","""With the explosive growth of music recordings, automatic classification of music emotion becomes one of the hot spots on research and engineering. Typical music emotion classification (MEC) approaches apply machine learning methods to train a classifier based on audio features. In addition to audio features, the MIDI and lyrics features of music also contain useful semantic information for predicting the emotion of music. In this paper we apply AdaBoost algorithm to integrate MIDI, audio and lyrics information and propose a two-layer classifying strategy called Fusion by Subtask Merging for 4-class music emotion classification. We evaluate each modality respectively using SVM, and then combine any two of the three modalities, using AdaBoost algorithm (MIDI+audio, MIDI+lyrics, audio+lyrics). Moreover, integrating this in a multimodal system (MIDI+audio+lyrics) allows an improvement in the overall performance. The experimental results show that MIDI, audio and lyrics information are complementary, and can be combined to improve a classification system."""
18,Thierry Bertin-Mahieux;Ron J. Weiss;Daniel P. W. Ellis,Clustering Beat-Chroma Patterns in a Large Music Database.,2010,https://doi.org/10.5281/zenodo.1416720,"Thierry Bertin-Mahieux, Columbia University, USA, education;Ron J. Weiss, New York University, USA, education;Daniel P. W. Ellis, Columbia University, USA, education","A musical style or genre implies a set of common con-
ventions and patterns combined and deployed in different
ways to make individual musical pieces; for instance, most
would agree that contemporary pop music is assembled
from a relatively small palette of harmonic and melodic
patterns. The purpose of this paper is to use a database
of tens of thousands of songs in combination with a com-
pact representation of melodic-harmonic content (the beat-
synchronous chromagram) and data-mining tools (cluster-
ing) to attempt to explicitly catalog this palette – at least
within the limitations of the beat-chroma representation.
We use online k-means clustering to summarize 3.7 mil-
lion 4-beat bars in a codebook of a few hundred prototypes.
By measuring how accurately such a quantized codebook
can reconstruct the original data, we can quantify the de-
gree of diversity (distortion as a function of codebook size)
and temporal structure (i.e. the advantage gained by joint
quantizing multiple frames) in this music. The most popu-
lar codewords themselves reveal the common chords used
in the music. Finally, the quantized representation of mu-
sic can be used for music retrieval tasks such as artist and
genre classiﬁcation, and identifying songs that are similar
in terms of their melodic-harmonic content."
19,Markus Schedl;Tim Pohle;Noam Koenigstein;Peter Knees,What's Hot? Estimating Country-specific Artist Popularity.,2010,https://doi.org/10.5281/zenodo.1415870,"Markus Schedl, Johannes Kepler University, Linz, Austria, education;Tim Pohle, Johannes Kepler University, Linz, Austria, education;Noam Koenigstein, Tel Aviv University, Tel Aviv, Israel, education;Peter Knees, Johannes Kepler University, Linz, Austria, education","Predicting artists that are popular in certain regions of the world is a well desired task, especially for the music indus- try. Also the cosmopolitan and cultural-aware music aﬁ- cionado is likely be interested in which music is currently “hot” in other parts of the world. We therefore propose four approaches to determine artist popularity rankings on the country-level. To this end, we mine the following data sources: page counts from Web search engines, user posts on Twitter, shared folders on the Gnutella ﬁle sharing net- work, and playcount data from last.fm. We propose meth- ods to derive artist rankings based on these four sources and perform cross-comparison of the resulting rankings via overlap scores. We further elaborate on the advantages and disadvantages of all approaches as they yield interestingly diverse results."
20,Ron J. Weiss;Juan Pablo Bello,Identifying Repeated Patterns in Music Using Sparse Convolutive Non-negative Matrix Factorization.,2010,https://doi.org/10.5281/zenodo.1415934,"Ron J. Weiss, New York University, USA, education;Juan Pablo Bello, New York University, USA, education","We describe an unsupervised, data-driven, method for automatically identifying repeated patterns in music by analyzing a feature matrix using a variant of sparse convolutive non-negative matrix factorization. We utilize sparsity constraints to automatically identify the number of patterns and their lengths, parameters that would normally need to be fixed in advance. The proposed analysis is applied to beat-synchronous chromagrams in order to concurrently extract repeated harmonic motifs and their locations within a song. Finally, we show how this analysis can be used for long-term structure segmentation, resulting in an algorithm that is competitive with other state-of-the-art segmentation algorithms based on hidden Markov models and self similarity matrices."
21,Cillian Kelly;Mikel Gainza;David Dorran;Eugene Coyle,Locating Tune Changes and Providing a Semantic Labelling of Sets of Irish Traditional Tunes.,2010,https://doi.org/10.5281/zenodo.1418303,"Cillian Kelly, DIT Kevin St., IRL, education;Mikel Gainza, DIT Kevin St., IRL, education;David Dorran, DIT Kevin St., IRL, education;Eugene Coyle, DIT Kevin St., IRL, education","An approach is presented which provides the tune change loca-
tions within a set of Irish Traditional tunes. Also provided are
semantic labels for each part of each tune within the set. A set
in Irish Traditional music is a number of individual tunes played
segue. Each of the tunes in the set are made up of structural seg-
ments called parts. Musical variation is a prominent characteris-
tic of this genre. However, a certain set of notes known as ‘set
accented tones’ are considered impervious to musical variation.
Chroma information is extracted at ‘set accented tone’ locations
within the music. The resulting chroma vectors are grouped to
represent the parts of the music. The parts are then compared
with one another to form a part similarity matrix. Unit kernels
which represent the possible structures of an Irish Traditional
tune are matched with the part similarity matrix to determine the
tune change locations and semantic part labels."
22,Matthias Mauch;Simon Dixon,Approximate Note Transcription for the Improved Identification of Difficult Chords.,2010,https://doi.org/10.5281/zenodo.1416598,"Matthias Mauch, Queen Mary University of London, Centre for Digital Music, GBR, facility;Simon Dixon, Queen Mary University of London, Centre for Digital Music, GBR, facility","""The automatic detection and transcription of musical chords from audio is an established music computing task. The choice of chord proﬁles and higher-level time-series modelling have received a lot of attention, resulting in methods with an overall performance of more than 70% in the MIREX Chord Detection task 2009. Research on the front end of chord transcription algorithms has often concentrated on ﬁnding good chord templates to ﬁt the chroma features. In this paper we reverse this approach and seek to ﬁnd chroma features that are more suitable for usage in a musically-motivated model. We do so by performing a prior approximate transcription using an existing technique to solve non-negative least squares problems (NNLS). The resulting NNLS chroma features are tested by using them as an input to an existing state-of-the-art high-level model for chord transcription. We achieve very good results of 80% accuracy using the song collection and metric of the 2009 MIREX Chord Detection tasks. This is a signiﬁcant increase over the top result (74%) in MIREX 2009. The nature of some chords makes their identiﬁcation particularly susceptible to confusion between fundamental frequency and partials. We show that the recognition of these diffcult chords in particular is substantially improved by the prior approximate transcription using NNLS."""
23,Thomas Rocher;Matthias Robine;Pierre Hanna;Laurent Oudre,Concurrent Estimation of Chords and Keys from Audio.,2010,https://doi.org/10.5281/zenodo.1417485,"Thomas Rocher, LaBRI, University of Bordeaux, FRA, education;Matthias Robine, LaBRI, University of Bordeaux, FRA, education;Pierre Hanna, LaBRI, University of Bordeaux, FRA, education;Laurent Oudre, Institut TELECOM, TELECOM ParisTech, FRA, education","This paper proposes a new method for local key and chord estimation from audio signals. A harmonic content of the musical piece is ﬁrst extracted by computing a set of chroma vectors. Correlation with ﬁxed chord and key templates then selects a set of key/chord pairs for every frame. A weighted acyclic harmonic graph is then built with these pairs as vertices, and the use of a musical distance to weigh its edges. Finally, the output sequences of chords and keys are obtained by ﬁnding the best path in the graph. The proposed system allows a mutual and beneﬁcial chord and key estimation. It is evaluated on a corpus com- posed of Beatles songs for both the local key estimation and chord recognition tasks. Results show that it performs better than state-of-the art chord analysis algorithms while providing a more complete harmonic analysis."
24,Hussein Hirjee;Daniel G. Brown 0001,Solving Misheard Lyric Search Queries Using a Probabilistic Model of Speech Sounds.,2010,https://doi.org/10.5281/zenodo.1414942,"Hussein Hirjee, University of Waterloo, Cheriton School of Computer Science, CAN, education;Daniel G. Brown, University of Waterloo, Cheriton School of Computer Science, CAN, education","Music listeners often mishear the lyrics to unfamiliar songs heard from public sources, such as the radio. Since standard text search engines will ﬁnd few relevant results when they are entered as a query, these misheard lyrics require phonetic pattern matching techniques to identify the song. We introduce a probabilistic model of mishearing trained on examples of actual misheard lyrics, and develop a phoneme similarity scoring matrix based on this model. We compare this scoring method to simpler pattern matching algorithms on the task of ﬁnding the correct lyric from a collection given a misheard query. The probabilistic method signiﬁcantly outperforms all other methods, ﬁnding 5-8% more correct lyrics within the ﬁrst ﬁve hits than the previous best method."
25,Noam Koenigstein;Gert R. G. Lanckriet;Brian McFee;Yuval Shavitt,Collaborative Filtering Based on P2P Networks.,2010,https://doi.org/10.5281/zenodo.1415620,"Noam Koenigstein, School of Electrical Engineering, Tel Aviv University, ISR, education;Yuval Shavitt, School of Electrical Engineering, Tel Aviv University, ISR, education;Gert Lanckriet, Electrical and Computer Engineering, University of California, San Diego, USA, education;Brian McFee, Computer Science and Engineering, University of California, San Diego, USA, education","Peer-to-Peer (P2P) networks are used by millions of people for sharing music files. As these networks become ever more popular, they also serve as an excellent source for Music Information Retrieval (MIR) tasks. This paper reviews the latest MIR studies based on P2P data-sets, and presents a new file sharing data collection system over the Gnutella. We discuss several advantages of P2P based data-sets over some of the more “traditional” data sources, and evaluate the information quality of our data-set in comparison to other data sources (Last.fm, social tags, biography data, and MFCCs). The evaluation is based on an artists similarity task using Partial Order Embedding (POE). We show that a P2P based Collaborative Filtering dataset performs at least as well as “traditional” data-sets, yet maintains some inherent advantages such as scale, availability and additional information features such as ID3 tags and geographical location."
26,Alex Hrybyk;Youngmoo E. Kim,Combined Audio and Video Analysis for Guitar Chord Identification.,2010,https://doi.org/10.5281/zenodo.1417465,"Alex Hrybyk, Drexel University, USA, education;Youngmoo Kim, Drexel University, USA, education","This paper presents a multi-modal approach to automatically identifying guitar chords using audio and video of the performer. Chord identiﬁcation is typically performed by analyzing the audio, using a chroma based feature to extract pitch class information, then identifying the chord with the appropriate label. Even if this method proves perfectly accurate, stringed instruments add extra ambiguity as a single chord or melody may be played in different positions on the fretboard. Preserving this information is important, because it signiﬁes the original ﬁngering, and implied “easiest” way to perform the selection. This chord identiﬁcation system combines analysis of audio to determine the general chord scale (i.e. A major, G minor), and video of the guitarist to determine chord voicing (i.e. open, barred, inversion), to accurately identify the guitar chord."
27,Teppo E. Ahonen,Combining Chroma Features For Cover Version Identification.,2010,https://doi.org/10.5281/zenodo.1414766,"Teppo E. Ahonen, University of Helsinki, FIN, education","We present an approach for cover version identiﬁcation which is based on combining different discretized features derived from the chromagram vectors extracted from the audio data. For measuring similarity between features, we use a parameter-free quasi-universal similarity metric which utilizes data compression. Evaluation proves that combined feature distances increase the accuracy in cover version identiﬁcation."
28,Arthur Flexer;Dominik Schnitzer;Martin Gasser;Tim Pohle,Combining Features Reduces Hubness in Audio Similarity.,2010,https://doi.org/10.5281/zenodo.1416360,"Arthur Flexer, Austrian Research Institute for Artificial Intelligence (OFAI), Vienna, Austria, facility;Dominik Schnitzer, Austrian Research Institute for Artificial Intelligence (OFAI), Vienna, Austria, facility, Johannes Kepler University Linz, Austria, education;Martin Gasser, Austrian Research Institute for Artificial Intelligence (OFAI), Vienna, Austria, facility;Tim Pohle, Johannes Kepler University Linz, Austria, education","In audio based music similarity, a well known effect is the existence of hubs, i.e. songs which appear similar to many other songs without showing any meaningful perceptual similarity. We verify that this effect also exists in very large databases (> 250000 songs) and that it even gets worse with growing size of databases. By combining different aspects of audio similarity we are able to reduce the hub problem while at the same time maintaining a high overall quality of audio similarity."
29,Nick Collins,Computational Analysis of Musical Influence: A Musicological Case Study Using MIR Tools.,2010,https://doi.org/10.5281/zenodo.1416756,"Nick Collins, University of Sussex, GBR, education","Are there new insights through computational methods to the thorny problem of plotting the ﬂow of musical inﬂuence? This project, motivated by a musicological study of early synth pop, applies MIR tools as an aid to the investigator. Web scraping and web services provide one angle, sourcing data from allmusic.com, and utilising python APIs for last.fm, EchoNest, and MusicBrainz. Charts of inﬂuence are constructed in GraphViz combining artist similarity and dates. Content based music similarity is the second approach, based around a core collection of synth pop albums. The prospect for new musical analyses are discussed with respect to these techniques."
30,Jin Ha Lee,Crowdsourcing Music Similarity Judgments using Mechanical Turk.,2010,https://doi.org/10.5281/zenodo.1416478,"Jin Ha Lee, University of Washington, USA, education","""Collecting human judgments for music similarity evalua-
tion has always been a difficult and time consuming task. 
This paper explores the viability of Amazon Mechanical 
Turk (MTurk) for collecting human judgments for audio 
music similarity evaluation tasks. We compared the simi-
larity judgments collected from Evalutron6000 (E6K) and 
MTurk using the Music Information Retrieval Evaluation 
eXchange 2009 Audio Music Similarity and Retrieval 
task dataset. Our data show that the results are highly 
comparable, and MTurk may be a useful method for col-
lecting subjective ground truth data. Furthermore, there 
are several benefits to using MTurk over the traditional 
E6K infrastructure. We conclude that using MTurk is a 
practical alternative of music similarity when it is used 
with some precautions."""
