Unnamed: 0,Authors,Title,Year,Link,Authors with Affiliations,Abstract
11,Perfecto Herrera;Òscar Celma;Jordi Massaguer;Pedro Cano;Emilia Gómez;Fabien Gouyon;Markus Koppenberger,MUCOSA: A Music Content Semantic Annotator.,2005,https://doi.org/10.5281/zenodo.1415980,"Perfecto Herrera, Universitat Pompeu Fabra, ESP, education;Òscar Celma, Universitat Pompeu Fabra, ESP, education;Jordi Massaguer, Universitat Pompeu Fabra, ESP, education;Pedro Cano, Universitat Pompeu Fabra, ESP, education;Emilia Gómez, Universitat Pompeu Fabra, ESP, education;Fabien Gouyon, Universitat Pompeu Fabra, ESP, education;Markus Koppenberger, Universitat Pompeu Fabra, ESP, education;David García, Universitat Pompeu Fabra, ESP, education;José-Pedro García, Universitat Pompeu Fabra, ESP, education;Nicolas Wack, Universitat Pompeu Fabra, ESP, education","MUCOSA (Music Content Semantic Annotator) is an environment for the annotation and generation of music metadata at different levels of abstraction. It is composed of three tiers: an annotation client that deals with micro-annotations (i.e. within-file annotations), a collection tagger, which deals with macro-annotations (i.e. across-files annotations), and a collaborative annotation subsystem, which manages large-scale annotation tasks that can be shared among different research centres. The annotation client is an enhanced version of WaveSurfer, a speech annotation tool. The collection tagger includes tools for automatic generation of unary descriptors, invention of new descriptors, and propagation of descriptors across sub-collections or playlists. Finally, the collaborative annotation subsystem, based on Plone, makes possible to share the annotation chores and results between several research institutions. A collection of annotated songs is available, as a “starter pack” to all the individuals or institutions that are eager to join this initiative."
12,Shoichiro Saito;Hirokazu Kameoka;Takuya Nishimoto;Shigeki Sagayama,Specmurt Analysis of Multi-Pitch Music Signals with Adaptive Estimation of Common Harmonic Structure .,2005,https://doi.org/10.5281/zenodo.1417707,"Shoichiro Saito, Graduate School of Information Science and Technology, The University of Tokyo, JPN, education;Hirokazu Kameoka, Graduate School of Information Science and Technology, The University of Tokyo, JPN, education;Takuya Nishimoto, Graduate School of Information Science and Technology, The University of Tokyo, JPN, education;Shigeki Sagayama, Graduate School of Information Science and Technology, The University of Tokyo, JPN, education","This paper describes a multi-pitch analysis method using specmurt analysis with iterative estimation of the quasi-optimal common harmonic structure function. Specmurt analysis (Sagayama et al., 2004) is based upon the idea that superimposed harmonic structure pattern can be expressed as a convolution of two components, a fundamental frequency distribution and a ‘common harmonic structure’ function if each underlying tone component has similar harmonic structure pattern. As proved in our previous work (Sagayama et al., 2004) inappropriate common structure function leads to inaccurate analysis results. The iterative algorithm proposed in this paper automatically chooses a proper structure, which results in finding concurrent multiple fundamental frequencies and reduces the dependency on heuristically chosen initial common harmonic structure. The experimental evaluation showed promising results."
13,Olivier Gillet;Gaël Richard,Drum Track Transcription of Polyphonic Music Using Noise Subspace Projection.,2005,https://doi.org/10.5281/zenodo.1415606,"Olivier Gillet, GET / T´el´ecom Paris, CNRS LTCI, France, education;Ga¨el Richard, GET / T´el´ecom Paris, CNRS LTCI, France, education","""This paper presents a novel drum transcription system for polyphonic music. The use of a band-wise harmonic/noise decomposition allows the suppression of the deterministic part of the signal, which is mainly contributed by non-rhythmic instruments. The transcription is then performed on the residual noise signal, which contains most of the rhythmic information. This signal is segmented, and the events associated to each onset are classiﬁed by support vector machines (SVM) with probabilistic outputs. The features used for classiﬁcation are directly extracted from the sub-band signals. An additional pre-processing stage in which the instances are reclassiﬁed using a localized model was also tested. This transcription method is evaluated on ten test sequences, each of them being performed by two drummers and being available with different mixing settings. The whole system achieves precision and recall rates of 84% for the bass drum and snare drum detection tasks."""
14,Nick Collins,Using a Pitch Detector for Onset Detection.,2005,https://doi.org/10.5281/zenodo.1417309,"Nick Collins, University of Cambridge, Centre for Music and Science, UK, education","A segmentation strategy is explored for monophonic in- strumental pitched non-percussive material (PNP) which proceeds from the assertion that human-like event analy- sis can be founded on a notion of stable pitch percept. A constant-Q pitch detector following the work of Brown and Puckette provides pitch tracks which are post pro- cessed in such a way as to identify likely transitions be- tween notes. A core part of this preparation of the pitch detector signal is an algorithm for vibrato suppression. An evaluation task is undertaken on slow attack and high vi- brato PNP source ﬁles with human annotated onsets, ex- emplars of a difﬁcult case in monophonic source segmen- tation. The pitch track onset detection algorithm shows an improvement over the previous best performing algorithm from a recent comparison study of onset detectors. Whilst further timbral cues must play a part in a general solution, the method shows promise as a component of a note event analysis system."
15,Parag Chordia,Segmentation and Recognition of Tabla Strokes.,2005,https://doi.org/10.5281/zenodo.1416000,"Parag Chordia, CCRMA, Stanford University, USA, education","A system that segments and labels tabla strokes from real performances is described. Performance is evaluated on a large database taken from three performers under different recording conditions, containing a total of 16,834 strokes. The current work extends previous work by Gillet and Richard (2003) on categorizing tabla strokes, by using a larger, more diverse database that includes their data as a benchmark, and by testing neural networks and tree-based classification methods. First, the time-domain signal was segmented using complex-domain thresholding that looked for sudden changes in amplitude and phase discontinuities. At the optimal point on the ROC curve, false positives were less than 1% and false negatives were less than 2%. Then, classification was performed using a multivariate Gaussian model (mv gauss) as well as non-parametric techniques such as probabilistic neural networks (pnn), feed-forward neural networks (ffnn), and tree-based classifiers. Two evaluation protocols were used. The first used 10-fold cross validation. The recognition rate averaged over several experiments that contained 10-15 classes was 92% for the mv gauss, 94% for the ffnn and pnn, and 84% for the tree based classifier. To test generalization, a more difficult independent evaluation was undertaken in which no test strokes came from the same recording as the training strokes. The average recognition rate over a wide variety of test conditions was 76% for the mv gauss, 83% for the ffnn, 76% for the pnn, and 66% for the tree classifier."
16,Hirokazu Kameoka;Takuya Nishimoto;Shigeki Sagayama,Harmonic-Temporal Clustering via Deterministic Annealing EM Algorithm for Audio Feature Extraction.,2005,https://doi.org/10.5281/zenodo.1417629,"Hirokazu Kameoka, Graduate School of Information Science and Technology, The University of Tokyo, JPN, education;Takuya Nishimoto, Graduate School of Information Science and Technology, The University of Tokyo, JPN, education;Shigeki Sagayama, Graduate School of Information Science and Technology, The University of Tokyo, JPN, education","""This paper proposes “harmonic-temporal structured clus-
tering (HTC) method”, that allows simultaneous estima-
tion of pitch, intensity, onset, duration, etc., of each under-
lying source in multi-stream audio signal, which we ex-
pect to be an effective feature extraction for MIR systems.
STC decomposes the energy patterns diffused in time-
frequency space, i.e., a time series of power spectrum, into
distinct clusters such that each of them is originated from
a single sound stream. It becomes clear that the problem
is equivalent to geometrically approximating the observed
time series of power spectrum by superimposed harmonic-
temporal structured models (HTMs), whose parameters
are directly associated with the speciﬁc acoustic charac-
teristics. The update equations in DA(Deterministic An-
nealing)EM algorithm for the optimal parameter conver-
gence are derived by formulating the model with Gaussian
kernel representation. The experiment showed promising
results, and veriﬁed the potential of the proposed method."""
17,Jenn Riley,Exploiting Musical Connections: A Proposal for Support of Work Relationships in a Digital Music Library.,2005,https://doi.org/10.5281/zenodo.1415660,"Jenn Riley, Indiana University Digital Library Program, USA, education","Musical works in the Western art music tradition exist in a complex, inter-related web. Works that are de- rivative or part of another work are common; how- ever, most music information retrieval systems, in- cluding traditional library catalogs, don’t use these essential relationships to improve search results or provide information about them to end-users. As part of the NSF-funded Variations2 Digital Music Library project at Indiana University, we have developed a set of functional requirements defining how derivative and whole/part relationships between musical works should be acted upon in search results, and how these results should be displayed. This paper describes re- cent research into these relationships, provides exam- ples why they are important in Western art music, outlines how Variations2 or any other music informa- tion retrieval system could use these relationships in matching user queries, and describes optimal displays of these relationships to end-users."
18,Ajay Kapur;Richard I. McWalter;George Tzanetakis,New Music Interfaces for Rhythm-Based Retrieval.,2005,https://doi.org/10.5281/zenodo.1418313,"Ajay Kapur, University of Victoria, CAN, education;Richard I. McWalter, University of Victoria, CAN, education;George Tzanetakis, University of Victoria, CAN, education","In the majority of existing work in music information re-
trieval (MIR) the user interacts with the system using stan-
dard desktop components such as the keyboard, mouse or
sometimes microphone input. It is our belief that moving
away from the desktop to more physically tangible ways
of interacting can lead to novel ways of thinking about
MIR. In this paper, we report on our work in utilizing
new non-standard interfaces for MIR purposes. One of
the most important but frequently neglected ways of char-
acterizing and retrieving music is through rhythmic infor-
mation. We concentrate on rhythmic information both as
user input and as means for retrieval. Algorithms and ex-
periments for rhythm-based information retrieval of mu-
sic, drum loops and indian tabla thekas are described. This
work targets expert users such as DJs and musicians which
tend to be more curious about new technologies and there-
fore can serve as catalysts for accelerating the adoption of
MIR techniques. In addition, we describe how the pro-
posed rhythm-based interfaces can assist in the annotation
and preservation of perfomance practice."
19,Ioannis Karydis;Alexandros Nanopoulos;Apostolos N. Papadopoulos;Dimitrios Katsaros 0001;Yannis Manolopoulos,Content-Based Music Information Retrieval in Wireless Ad-Hoc Networks.,2005,https://doi.org/10.5281/zenodo.1417665,"Ioannis Karydis, Aristotle University, GRC, education;Alexandros Nanopoulos, Aristotle University, GRC, education;Dimitrios Katsaros, Aristotle University, GRC, education;Yannis Manolopoulos, Aristotle University, GRC, education;Apostolos Papadopoulos, Aristotle University, GRC, education","""This paper, introduces the application of Content-Based Music Information Retrieval (CBMIR) in wireless ad-hoc networks. We investigate for the ﬁrst time the challenges posed by the wireless medium and recognise the factors that require optimisation. We propose novel techniques, which attain a signiﬁcant reduction in both response times and trafﬁc, compared to naive approaches. Extensive ex- perimental results illustrate the appropriateness and efﬁ- ciency of the proposed method in this bandwidth-starving and volatile, due to mobility, environment."""
20,Richard Lobb;Tim Bell;David Bainbridge 0001,Fast Capture of Sheet Music for an Agile Digital Music Library.,2005,https://doi.org/10.5281/zenodo.1417989,"Richard Lobb, University of Canterbury, NZL, education;Tim Bell, University of Canterbury, NZL, education;David Bainbridge, University of Waikato, NZL, education","A personal digital music library needs to be “agile”, that is, it needs to make it easy to capture and index material on the ﬂy. A digital camera is a particularly effective way of achieving this, but there are several issues with the quality of the captured image, including distortions in the shape of the image due to the camera not being aligned prop- erly with the page, non-planarity of the page, lens distor- tion from close-up shots, and inconsistent lighting across the page. In this paper we explore ways to improve the quality of music images captured by a digital camera or an inexpensive scanner, where the user is not expected to pay a lot of attention to the process. Such pre-processing will signiﬁcantly aid Music Information Retrieval index- ing through Optical Music Recognition, for example. The research presented here is primarily based around using a Fast Fourier Transform (FFT) to determine the orien- tation of the page. We ﬁnd that a windowed FFT is ef- fective at correcting rotational errors, and we make sig- niﬁcant progress towards removing perspective distortion introduced by the camera not being parallel with the mu- sic."
21,Rainer Typke;Frans Wiering;Remco C. Veltkamp,A Survey of Music Information Retrieval Systems.,2005,https://doi.org/10.5281/zenodo.1417383,"Rainer Typke, Universiteit Utrecht, NLD, education;Frans Wiering, Universiteit Utrecht, NLD, education;Remco C. Veltkamp, Universiteit Utrecht, NLD, education","""This survey paper provides an overview of content-based
music information retrieval systems, both for audio and
for symbolic music notation. Matching algorithms and
indexing methods are brieﬂy presented. The need for a
TREC-like comparison of matching algorithms such as
MIREX at ISMIR becomes clear from the high number
of quite different methods which so far only have been
used on different data collections. We placed the systems
on a map showing the tasks and users for which they are
suitable, and we ﬁnd that existing content-based retrieval
systems fail to cover a gap between the very general and
the very speciﬁc retrieval tasks."""
22,Graham E. Poliner;Daniel P. W. Ellis,A Classification Approach to Melody Transcription.,2005,https://doi.org/10.5281/zenodo.1414796,"Graham E. Poliner, Columbia University, USA, education;Daniel P.W. Ellis, Columbia University, USA, education","Melodies provide an important conceptual summarization of polyphonic audio. The extraction of melodic content has practical applications ranging from content-based au- dio retrieval to the analysis of musical structure. In con- trast to previous transcription systems based on a model of the harmonic (or periodic) structure of musical pitches, we present a classiﬁcation-based system for performing au- tomatic melody transcription that makes no assumptions beyond what is learned from its training data. We evalu- ate the success of our algorithm by predicting the melody of the ISMIR 2004 Melody Competition evaluation set and on newly-generated test data. We show that a Sup- port Vector Machine melodic classiﬁer produces results comparable to state of the art model-based transcription systems."
23,Emilios Cambouropoulos;Maxime Crochemore;Costas S. Iliopoulos;Manal Mohamed;Marie-France Sagot,A Pattern Extraction Algorithm for Abstract Melodic Representations that Allow Partial Overlapping of Intervallic Categories.,2005,https://doi.org/10.5281/zenodo.1415008,"Emilios Cambouropoulos, University of Thessaloniki, GRC, education;Maxime Crochemore, University of Marne-la-Vallée, FRA, education;Costas Iliopoulos, King’s College London, GBR, education;Manal Mohamed, King’s College London, GBR, education;Marie-France Sagot, INRIA Rhône-Alpes, Université Claude Bernard, FRA, facility","""This paper proposes an efﬁcient pattern extraction algorithm that can be applied on melodic sequences that are represented as strings of abstract intervallic symbols; the melodic representation introduces special “don’t care” symbols for intervals that may belong to two partially overlapping intervallic categories. As a special case the well established “step-leap” representation is examined. In the step-leap representation, each melodic diatonic interval is classiﬁed as a step (±s), a leap (±l) or a unison (u). Binary don’t care symbols are introduced to represent the possible overlapping between the various abstract categories e.g. ∗ = s, ∗ = l and # = −s, # = −l. For such a sequence, we are interested in ﬁnding maximal repeating pairs and repetitions with a hole (two matching subsequences separated with an intervening non-matching symbol). We propose an O(n + d(n − d) + z)-time algorithm for computing all such repetitions in a given sequence x = x[1..n] with d binary don’t care symbols, where z is the output size."""
24,Rui Pedro Paiva,On the Detection of Melody Notes in Polyphonic Audio.,2005,https://doi.org/10.5281/zenodo.1417681,"Rui Pedro Paiva, Centre for Informatics and Systems of the University of Coimbra, PRT, education;Teresa Mendes, Centre for Informatics and Systems of the University of Coimbra, PRT, education;Amílcar Cardoso, Centre for Informatics and Systems of the University of Coimbra, PRT, education","""This paper describes a method for melody detection in polyphonic musical signals. Our approach starts by obtaining a set of pitch candidates for each time frame, with recourse to an auditory model. Trajectories of the most salient pitches are then constructed. Next, note candidates are obtained by trajectory segmentation (in terms of frequency and pitch salience variations). Too short, low-salience and harmonically related notes are then eliminated. Finally, the notes comprising the melody are extracted. This is the main topic of this paper. We select the melody notes by making use of note saliences and melodic smoothness. First, we select the notes with highest pitch salience at each moment. Then, by the melodic smoothness principle, we exploit the fact that tonal melodies are usually smooth. Thus, long music intervals indicate the presence of possibly erroneous notes, which are substituted by notes that smooth out the melodic contour. Finally, false positives in the extracted melody should be eliminated. To this end, we remove spurious notes that correspond to abrupt drops in note saliences or durations. Additionally, note clustering is conducted to further discriminate between true melody notes and false positives."""
25,Wei-Ho Tsai;Hung-Ming Yu;Hsin-Min Wang,Query-By-Example Technique for Retrieving Cover Versions of Popular Songs with Similar Melodies.,2005,https://doi.org/10.5281/zenodo.1415200,"Wei-Ho Tsai, Institute of Information Science, Academia Sinica, TWN, facility;Hung-Ming Yu, Institute of Information Science, Academia Sinica, TWN, facility;Hsin-Min Wang, Institute of Information Science, Academia Sinica, TWN, facility","Retrieving audio material based on audio queries is an important and challenging issue in the research field of content-based access to popular music. As part of this research field, we present a preliminary investigation into retrieving cover versions of songs specified by users. The technique enables users to listen to songs with an identical tune, but performed by different singers, in different languages, genres, and so on. The proposed system is built on a query-by-example framework, which takes a fragment of the song submitted by the user as input, and returns songs similar to the query in terms of the main melody as output. To handle the likely discrepancies, e.g., tempos, transpositions, and accompaniments between cover versions and the original song, methods are presented to remove the non-vocal portions of the song, extract the sung notes from the accompanied vocals, and compare the similarities between the sung note sequences."
26,Olivier Lartillot,Efficient Extraction of Closed Motivic Patterns in Multi-Dimensional Symbolic Representations of Music.,2005,https://doi.org/10.5281/zenodo.1418129,"Olivier Lartillot, University of Jyvaskyla, FIN, education","An efﬁcient model for discovering repeated patterns in symbolic representations of music is presented. Combinatorial redundancy inherent in the pattern discovery paradigm is usually ﬁltered using global selective mechanisms, based on pattern frequency and length. The proposed approach is founded instead on the concept of closed pattern, and insures lossless compression through an adaptive selection of most speciﬁc descriptions in the multi-dimensional parametric space. A notion of cyclic pattern is introduced, enabling the ﬁltering of another form of combinatorial redundancy provoked by successive repetitions of patterns. The use of cyclic patterns implies a necessary chronological scanning of the piece, and the addition of mechanisms formalising particular Gestalt principles. This study shows therefore that automated analysis of music cannot rely on simple mathematical or statistical approaches, but requires instead a complex and detailed modelling of the cognitive system ruling the listening processes. The resulting algorithm is able to offer for the ﬁrst time compact and relevant motivic analyses of monodies, and may therefore be applied to automated indexing of symbolic music databases. Numerous additional mechanisms need to be added in order to consider all aspects of music expression, including polyphony and complex motivic transformations."
27,Norman H. Adams;Daniela Marquez;Gregory H. Wakefield,Iterative Deepening for Melody Alignment and Retrieval.,2005,https://doi.org/10.5281/zenodo.1415712,"Norman Adams, University of Michigan, USA, education;Daniela Marquez, University of Michigan, USA, education;Gregory Wakefield, University of Michigan, USA, education","For melodic theme retrieval there is a fundamental trade-off between retrieval performance and retrieval speed. Melodic representations of large dimension yield the best retrieval performance, but at high computational cost, and vice versa. In the present work we explore the use of iterative deepening to achieve robust retrieval performance, but without the accompanying computational burden. In particular, we propose the use of a smooth pitch contour that facilitates query and target representations of variable length. We implement an iterative query-by-humming system that yields a dramatic increase in speed, without degrading performance compared to contemporary retrieval systems. Furthermore, we expand the conventional iterative framework to retain the alignment paths found in each iteration. These alignment paths are used to adapt the alignment window of subsequent iterations, further expediting retrieval without degrading performance."
28,Jeremy Pickens;Costas S. Iliopoulos,Markov Random Fields and Maximum Entropy Modeling for Music Information Retrieval.,2005,https://doi.org/10.5281/zenodo.1414716,"Jeremy Pickens, King’s College London, GBR, education;Costas Iliopoulos, King’s College London, GBR, education","Music information retrieval is characterized by a number of various user information needs. Systems are being developed that allow searchers to find melodies, rhythms, genres, and singers or artists, to name but a few. At the heart of all these systems is the need to find models or measures that answer the question “how similar are two given pieces of music”. However, similarity has a variety of meanings depending on the nature of the system being developed. More importantly, the features extracted from a music source are often either single-dimensional (i.e.: only pitch, or only rhythm, or only timbre) or else assumed to be orthogonal. In this paper we present a framework for developing systems which combine a wide variety of non-independent features without having to make the independence assumption. As evidence of effectiveness, we evaluate the system on the polyphonic theme similarity task over symbolic data. Nevertheless, we emphasize that the framework is general, and can handle a range of music information retrieval tasks."
29,Bryan Pardo;Manan Sanghi,Polyphonic Musical Sequence Alignment for Database Search.,2005,https://doi.org/10.5281/zenodo.1417909,"Bryan Pardo, Northwestern University, USA, education;Manan Sanghi, Northwestern University, USA, education","Finding the best matching database target to a melodic 
query has been of great interest in the music IR world. 
The string alignment paradigm works well for this 
task when comparing a monophonic query to a 
database of monophonic pieces. However, most tonal 
music is polyphonic, with multiple concurrent musical 
lines. Such pieces are not adequately represented as 
strings. Moreover, users often represent polyphonic 
pieces in their queries by skipping from one part (the 
soprano) to another (the bass). Current string 
matching approaches are not designed to handle this 
situation. This paper outlines approaches to extending 
string alignment that allow measuring similarity 
between a monophonic query and a polyphonic piece. 
These approaches are compared using synthetic 
queries on a database of Bach pieces. Results indicate 
that when a monophonic query is drawn from multiple 
parts in the target, a method which explicitly takes the 
multi-part 
structure 
of 
a 
piece 
into 
account 
significantly outperforms the one that does not."
