,Authors,Titles,Year,Link,Authors with affiliations,Author Keywords
10,Jada E Watson,Programming Inequality: Gender Representation on Canadian Country Radio (2005-2019),2020,https://program.ismir2020.net/poster_3-09.html,"Jada E Watson, School of Music, University of Ottawa","Philosophical and ethical discussions,Legal and societal aspects of MIR,Applications,Music recommendation and playlist generation,Music retrieval systems,Evaluation, datasets, and reproducibility,Evaluation methodology,MIR fundamentals and methodology,Metadata, tags, linked data, and semantic web"
11,Jason Smith;Erin Truesdell;Jason Freeman;Brian Magerko;Kristy Boyer;Tom Mcklin,Modeling Music and Code Knowledge to Support a Co-creative AI Agent for Education,2020,https://program.ismir2020.net/poster_1-16.html,"Jason Smith, Center for Music Technology, Georgia Institute of Technlogy, Atlanta, USA; Erin Truesdell, Expressive Machinery Lab, Georgia Institute of Technlogy, Atlanta, USA; Jason Freeman, Center for Music Technology, Georgia Institute of Technlogy, Atlanta, USA; Brian Magerko, Expressive Machinery Lab, Georgia Institute of Technlogy, Atlanta, USA; Kristy Boyer, Computer & Information Science & Engineering, University of Florida, Gainesville, USA; Tom Mcklin, The Findings Group, Decatur, USA","Applications,Music training and education,Domain knowledge,Representations of music,Human-centered MIR,User behavior analysis and mining, user modeling,MIR fundamentals and methodology,Multimodality,Symbolic music processing,Musical features and properties,Structure, segmentation, and form"
12,Yucong Jiang,Score Following with Hidden Tempo Using a Switching State-space Model,2020,https://program.ismir2020.net/poster_5-09.html,"Yucong Jiang, University of Richmond","MIR tasks,Alignment, synchronization, and score following,Domain knowledge,Machine learning/Artificial intelligence for music,MIR fundamentals and methodology,Music signal processing"
13,Michael Krause;Frank Zalkow;Julia Zalkow;Christof Weiss;Meinard Müller,Classifying Leitmotifs in Recordings of Operas by Richard Wagner,2020,https://program.ismir2020.net/poster_4-01.html,"Michael Krause, International Audio Laboratories Erlangen, Germany; Frank Zalkow, International Audio Laboratories Erlangen, Germany; Julia Zalkow, International Audio Laboratories Erlangen, Germany; Christof Weiss, International Audio Laboratories Erlangen, Germany; Meinard Müller, International Audio Laboratories Erlangen, Germany","MIR tasks,Automatic classification,Applications,Music retrieval systems,Domain knowledge,Machine learning/Artificial intelligence for music,Evaluation, datasets, and reproducibility,Novel datasets and use cases,Pattern matching and detection,Musical features and properties,Melody and motives"
14,Yaolong Ju;Sylvain Margot;Cory McKay;Luke Dahn;Ichiro Fujinaga,Automatic Figured Bass Annotation Using the New Bach Chorales Figured Bass Dataset,2020,https://program.ismir2020.net/poster_5-02.html,"Yaolong Ju, Schulich School of Music, McGill University, Canada; Sylvain Margot, Schulich School of Music, McGill University, Canada; Cory McKay, Department of Liberal and Creative Arts, Marianopolis College, Canada; Luke Dahn, School of Music, University of Utah, USA; Ichiro Fujinaga, Schulich School of Music, McGill University, Canada","Evaluation, datasets, and reproducibility,Novel datasets and use cases,Domain knowledge,Machine learning/Artificial intelligence for music,MIR fundamentals and methodology,Symbolic music processing,Musical features and properties,Harmony, chords, and tonality"
15,Cheng-Zhi Anna Huang;Hendrik Vincent Koops;Ed Newton-Rex;Monica  Dinculescu;Carrie Cai,Human-AI Co-creation in Songwriting,2020,https://program.ismir2020.net/poster_5-11.html,"Cheng-Zhi Anna Huang, Google Brain; Hendrik Vincent Koops, RTL Netherlands; Ed Newton-Rex, ByteDance; Monica  Dinculescu, Google Brain; Carrie Cai, Google Brain","Human-centered MIR,User-centered evaluation,Domain knowledge,Machine learning/Artificial intelligence for music"
16,Avriel C Epps-Darling;Henriette Cramer;Romain Takeo Bouyer,Female Artist Representation in Music Streaming,2020,https://program.ismir2020.net/poster_2-11.html,"Avriel C Epps-Darling, Harvard University; Henriette Cramer, Spotify; Romain Takeo Bouyer, Spotify","Philosophical and ethical discussions,Ethical issues related to designing and implementing MIR to,Applications,Music recommendation and playlist generation,Human-centered MIR,Human-computer interaction and interfaces,User behavior analysis and mining, user modeling,MIR fundamentals and methodology,Metadata, tags, linked data, and semantic web"
17,Felipe V Falcão;Nazareno Andrade;Flavio Figueiredo;Diego Furtado Silva;Fabio Morais,Measuring Disruption in Song Similarity Networks,2020,https://program.ismir2020.net/poster_1-03.html,"Felipe V Falcão, Universidade Federal de Campina Grande, Brazil; Nazareno Andrade, Universidade Federal de Campina Grande, Brazil; Flavio Figueiredo, Universidade Federal de Minas Gerais, Brazil; Diego Furtado Silva, Universadade Federal de Sao Carlos, Brazil; Fabio Morais, Universidade Federal de Campina Grande, Brazil","Evaluation, datasets, and reproducibility,Evaluation metrics,Applications,Music retrieval systems,Evaluation methodology,MIR tasks,Novel datasets and use cases,Similarity metrics"
18,Matan Gover;Philippe Depalle,Score-informed Source Separation of Choral Music,2020,https://program.ismir2020.net/poster_2-09.html,"Matan Gover, Schulich School of Music, McGill University, Canada; Philippe Depalle, Schulich School of Music, McGill University, Canada","MIR tasks,Sound source separation,Domain knowledge,Machine learning/Artificial intelligence for music,MIR fundamentals and methodology,Music signal processing"
19,Gabriel Meseguer Brocal;Geoffroy Peeters,Content Based Singing Voice Source Separation via Strong Conditioning Using Aligned Phonemes,2020,https://program.ismir2020.net/poster_6-07.html,"Gabriel Meseguer Brocal, STMS UMR9912, Ircam/CNRS/SU, Paris, France; Geoffroy Peeters, LCTI, Institut Polytechnique de Paris, France","MIR tasks,Sound source separation,Evaluation, datasets, and reproducibility,Novel datasets and use cases,MIR fundamentals and methodology,Lyrics and other textual data, web mining, and natural language processing,Multimodality"
20,Karim M. Ibrahim;Elena V. Epure;Geoffroy Peeters;Gael Richard,Should We Consider the Users in Contextual Music Auto-tagging Models?,2020,https://program.ismir2020.net/poster_2-17.html,"Karim M. Ibrahim, LTCI, Télécom Paris, Institut Polytechnique de Paris, France; Elena V. Epure, Deezer Research; Geoffroy Peeters, LTCI, Télécom Paris, Institut Polytechnique de Paris, France; Gael Richard, LTCI, Télécom Paris, Institut Polytechnique de Paris, France","Human-centered MIR,Personalization,Evaluation, datasets, and reproducibility,Evaluation methodology,Novel datasets and use cases,User-centered evaluation,MIR fundamentals and methodology,Metadata, tags, linked data, and semantic web,MIR tasks,Automatic classification"
21,Estefania Cano;Fernando Mora Ángel;Gustavo Adolfo López Gil;José Ricardo Zapata;Antonio Escamilla;Juan Fernando Alzate Londoño;Moises Betancur Pelaez,Sesquialtera in the Colombian Bambuco: Perception and Estimation of Beat and Meter,2020,https://program.ismir2020.net/poster_3-11.html,"Estefania Cano, Fraunhoder IDMT, Germany; Fernando Mora Ángel, Universidad de Antioquia, Colombia; Gustavo Adolfo López Gil, Universidad de Antioquia, Colombia; José Ricardo Zapata, Universidad Pontificia Bolivariana, Colombia; Antonio Escamilla, Universidad Pontificia Bolivariana, Colombia; Juan Fernando Alzate Londoño, Universidad de Antioquia, Colombia; Moises Betancur Pelaez, Universidad de Antioquia, Colombia","Domain knowledge,Computational music theory and musicology,Applications,Digital libraries and archives,Evaluation, datasets, and reproducibility,Novel datasets and use cases,Musical features and properties,Rhythm, beat, tempo"
22,Daniel Yang;Timothy Tsai,Camera-based Piano Sheet Music Identification,2020,https://program.ismir2020.net/poster_4-02.html,"Daniel Yang, Harvey Mudd College; Timothy Tsai, Harvey Mudd College","MIR tasks,Fingerprinting,Applications,Music retrieval systems,Domain knowledge,Representations of music,Indexing and querying"
23,Furkan Yesiler;Joan Serra;Emilia Gomez,Less Is More: Faster and Better Music Version Identification with Embedding Distillation,2020,https://program.ismir2020.net/poster_6-15.html,"Furkan Yesiler, Music Technology Group, Universitat Pompeu Fabra, Barcelona, Spain; Joan Serra, Dolby Laboratories, Barcelona, Spain; Emilia Gomez, European Commission, Joint Research Centre, Seville, Spain","Applications,Music retrieval systems,MIR tasks,Indexing and querying,Similarity metrics"
24,Matevž Pesek;Lovro Suhadolnik;Peter Šavli;Matija Marolt,The Rhythmic Dictator: Does Gamification of Rhythm Dictation Exercises Help?,2020,https://program.ismir2020.net/poster_4-04.html,"Matevž Pesek, Faculty of Computer and Information Science, University of Ljubljana, Slovenia; Lovro Suhadolnik, Faculty of Computer and Information Science, University of Ljubljana, Slovenia; Peter Šavli, Conservatory of Music and Ballet Ljubljana, Slovenia; Matija Marolt, Faculty of Computer and Information Science, University of Ljubljana, Slovenia","Applications,Music training and education,Human-centered MIR,User-centered evaluation"
25,Taegyun Kwon;Dasaem Jeong;Juhan Nam,Polyphonic Piano Transcription Using Autoregressive Multi-state Note Model,2020,https://program.ismir2020.net/poster_3-17.html,"Taegyun Kwon, Graduate School of Culture Technology, KAIST, South Korea; Dasaem Jeong, Graduate School of Culture Technology, KAIST, South Korea; Juhan Nam, Graduate School of Culture Technology, KAIST, South Korea","MIR tasks,Music transcription and annotation,Applications,Music composition, performance, and production,Music retrieval systems,MIR fundamentals and methodology,Music signal processing"
26,Jongpil Lee;Nicholas J. Bryan;Justin Salamon;Zeyu Jin;Juhan Nam,Metric Learning vs Classification for Disentangled Music Representation Learning,2020,https://program.ismir2020.net/poster_3-15.html,"Jongpil Lee, Graduate School of Culture Technology, KAIST, South Korea; Nicholas J. Bryan, Adobe Research, San Francisco, USA; Justin Salamon, Adobe Research, San Francisco, USA; Zeyu Jin, Adobe Research, San Francisco, USA; Juhan Nam, Graduate School of Culture Technology, KAIST, South Korea","MIR tasks,Similarity metrics,Automatic classification"
27,Jiawen Huang;Yun-Ning Hung;Ashis Pati;Siddharth Kumar Gururani;Alexander Lerch,Score-informed Networks for Music Performance Assessment,2020,https://program.ismir2020.net/poster_6-18.html,"Jiawen Huang, Center for Music Technology, Georgia Institute of Technology, USA; Yun-Ning Hung, Center for Music Technology, Georgia Institute of Technology, USA; Ashis Pati, Center for Music Technology, Georgia Institute of Technology, USA; Siddharth Kumar Gururani, Center for Music Technology, Georgia Institute of Technology, USA; Alexander Lerch, Center for Music Technology, Georgia Institute of Technology, USA","Musical features and properties,Expression and performative aspects of music,Applications,Music training and education,Domain knowledge,Machine learning/Artificial intelligence for music,MIR fundamentals and methodology,Multimodality"
28,Gabriel Oliveira;Mariana Santos;Danilo B Seufitelli;Anisio Lacerda;Mirella M Moro,Detecting Collaboration Profiles in Success-based Music Genre Networks,2020,https://program.ismir2020.net/poster_5-13.html,"Gabriel Oliveira, Universidade Federal de Minas Gerais, Brazil; Mariana Santos, Universidade Federal de Minas Gerais, Brazil; Danilo B Seufitelli, Universidade Federal de Minas Gerais, Brazil; Anisio Lacerda, Universidade Federal de Minas Gerais, Brazil; Mirella M Moro, Universidade Federal de Minas Gerais, Brazil","MIR tasks,Pattern matching and detection,Domain knowledge,Machine learning/Artificial intelligence for music,Evaluation, datasets, and reproducibility,Novel datasets and use cases,Musical features and properties,Musical style and genre"
29,Olivier Lartillot;Fred Bruford,Bistate Reduction and Comparison of Drum Patterns,2020,https://program.ismir2020.net/poster_2-20.html,"Olivier Lartillot, RITMO Centre for Interdisciplinary Studies in Rhythm, Time and Motion, University of Oslo, Norway; Fred Bruford, Centre for Digital Music, Queen Mary University, UK","Musical features and properties,Rhythm, beat, tempo,Domain knowledge,Computational music theory and musicology,Representations of music,MIR fundamentals and methodology,Symbolic music processing,MIR tasks,Similarity metrics"
30,Hendrik Schreiber;Frank Zalkow;Meinard Müller,Modeling and Estimating Local Tempo: a Case Study on Chopin’s Mazurkas,2020,https://program.ismir2020.net/poster_6-01.html,"Hendrik Schreiber, International Audio Laboratories Erlangen, Germany; Frank Zalkow, International Audio Laboratories Erlangen, Germany; Meinard Müller, International Audio Laboratories Erlangen, Germany","Musical features and properties,Rhythm, beat, tempo,Applications,Digital libraries and archives,Domain knowledge,Computational music theory and musicology,Machine learning/Artificial intelligence for music,Evaluation, datasets, and reproducibility,Evaluation metrics"
31,Ziyu Wang;Ke Chen;Junyan Jiang;Yiyi Zhang;Maoran Xu;Shuqi Dai;Gus Xia,POP909: a Pop-song Dataset for Music Arrangement Generation,2020,https://program.ismir2020.net/poster_1-04.html,"Ziyu Wang, Music X Lab, Computer Science Department, NYU Shangai; Ke Chen, CREL, Music Department, UC San Diego, USA; Junyan Jiang, Music X Lab, Computer Science Department, NYU Shangai; Yiyi Zhang, Center for Data Science, New York University, USA; Maoran Xu, Department of Statistics, University of Florida, USA; Shuqi Dai, Computer Science Department, Carnegie Mellon University, USA; Gus Xia, Music X Lab, Computer Science Department, NYU Shangai","Evaluation, datasets, and reproducibility,Novel datasets and use cases,Applications,Music composition, performance, and production,Domain knowledge,Machine learning/Artificial intelligence for music,MIR tasks,Music transcription and annotation,Musical features and properties,Musical style and genre"
32,Jaehun Kim;Andrew M. Demetriou;Sandy Manolios;M. Stella Tavella;Cynthia C. S. Liem,"""Butter Lyrics Over Hominy Grit"": Comparing Audio and Psychology-based Text Features in MIR Tasks",2020,https://program.ismir2020.net/poster_6-12.html,"Jaehun Kim, Delft University of Technology, The Netherlands; Andrew M. Demetriou, Delft University of Technology, The Netherlands; Sandy Manolios, Delft University of Technology, The Netherlands; M. Stella Tavella, Musixmatch, Bologna, Italy; Cynthia C. S. Liem, Delft University of Technology, The Netherlands","MIR fundamentals and methodology,Lyrics and other textual data, web mining, and natural language ,Applications,Music recommendation and playlist generation,Domain knowledge,Machine learning/Artificial intelligence for music,Evaluation, datasets, and reproducibility,MIR tasks,Automatic classification"
33,Yin-Jyun Luo;Kin Wai Cheuk;Tomoyasu Nakano;Masataka Goto;Dorien Herremans,Unsupervised Disentanglement of Pitch and Timbre for Isolated Musical Instrument Sounds,2020,https://program.ismir2020.net/poster_5-10.html,"Yin-Jyun Luo, Singapore University of Technology and Design (SUTD), Singapore; Kin Wai Cheuk, Institute of High Performance Computing, A*STAR, Singapore; Tomoyasu Nakano, National Institute of Advanced Industrial Science and Technology (AIST), Japan; Masataka Goto, National Institute of Advanced Industrial Science and Technology (AIST), Japan; Dorien Herremans, Institute of High Performance Computing, A*STAR, Singapore","Domain knowledge,Machine learning/Artificial intelligence for music"
34,Juan S. Gómez-Cañón;Estefania Cano;Perfecto Herrera;Emilia Gomez,Joyful for You and Tender for Us: the Influence of Individual Characteristics and Language on Emotion Labeling and Classification,2020,https://program.ismir2020.net/poster_6-11.html,"Juan S. Gómez-Cañón, Music Technology Group, Universitat Pompeu Fabra, Spain; Estefania Cano, Songquito UG, Erlangen, Germany; Perfecto Herrera, Music Technology Group, Universitat Pompeu Fabra, Spain; Emilia Gomez, European Commission, Joint Research Centre, Spain","Musical features and properties,Musical affect, emotion, and mood,Domain knowledge,Cognitive MIR,Evaluation, datasets, and reproducibility,Annotation protocols,Evaluation methodology,Human-centered MIR,User-centered evaluation"
35,Jennifer Thom;Angela Nazarian;Ruth Brillman;Henriette Cramer;Sarah Mennicken,"""Play Music"": User Motivations and Expectations for Non-specific Voice Queries",2020,https://program.ismir2020.net/poster_5-04.html,"Jennifer Thom, Spotify, USA; Angela Nazarian, University of California, Davis; Ruth Brillman, Spotify, USA; Henriette Cramer, Spotify, USA; Sarah Mennicken, Spotify, USA","Human-centered MIR,User-centered evaluation,Human-computer interaction and interfaces"
36,Gabriel Meseguer Brocal;Rachel Bittner;Simon Durand;Brian Brost,Data Cleansing with Contrastive Learning for Vocal Note Event Annotations,2020,https://program.ismir2020.net/poster_2-12.html,"Gabriel Meseguer Brocal, STMS UMR9912, Ircam/CNRS/SU, Paris, France; Rachel Bittner, Spotify, USA; Simon Durand, Spotify, USA; Brian Brost, Spotify, USA","Domain knowledge,Machine learning/Artificial intelligence for music,Evaluation, datasets, and reproducibility,Novel datasets and use cases,MIR tasks,Music transcription and annotation"
37,Ke Chen;Cheng-i Wang;Taylor Berg-Kirkpatrick;Shlomo Dubnov,Music Sketchnet: Controllable Music Generation via Factorized Representations of Pitch and Rhythm,2020,https://program.ismir2020.net/poster_1-09.html,"Ke Chen, CREL, Music Department; Cheng-i Wang, Smule, Inc; Taylor Berg-Kirkpatrick, UC San Diego; Shlomo Dubnov, CREL, Music Department","Domain knowledge,Machine learning/Artificial intelligence for music,Applications,Music composition, performance, and production,Representations of music,Human-centered MIR,Human-computer interaction and interfaces,Musical features and properties,Melody and motives,Rhythm, beat, tempo"
38,Derek S Cheng;Thorsten Joachims;Douglas Turnbull,Exploring Acoustic Similarity for Novel Music Recommendation,2020,https://program.ismir2020.net/poster_4-15.html,"Derek S Cheng, Cornell University; Thorsten Joachims, Cornell University; Douglas Turnbull, Ithaca College","Applications,Music recommendation and playlist generation,Human-centered MIR,User-centered evaluation,MIR tasks,Similarity metrics,Musical features and properties,Musical style and genre,Rhythm, beat, tempo"
39,Go Shibata;Ryo Nishikimi;Kazuyoshi Yoshii,Music Structure Analysis Based on an LSTM-HSMM Hybrid Model,2020,https://program.ismir2020.net/poster_1-01.html,"Go Shibata, Graduate School of Infromatics, Kyoto University, Japan; Ryo Nishikimi, Graduate School of Infromatics, Kyoto University, Japan; Kazuyoshi Yoshii, Graduate School of Infromatics, Kyoto University, Japan","Musical features and properties,Structure, segmentation, and form"
40,Rohit M A;Vinutha T P;Preeti Rao,Structural Segmentation of Dhrupad Vocal Bandish Audio Based on Tempo,2020,https://program.ismir2020.net/poster_5-07.html,"Rohit M A, Department of Electrical Engineering, Indian Institute of Technology Bombay, India; Vinutha T P, Department of Electrical Engineering, Indian Institute of Technology Bombay, India; Preeti Rao, Department of Electrical Engineering, Indian Institute of Technology Bombay, India","Musical features and properties,Structure, segmentation, and form,Domain knowledge,Machine learning/Artificial intelligence for music,Evaluation, datasets, and reproducibility,Novel datasets and use cases,MIR fundamentals and methodology,Music signal processing,Rhythm, beat, tempo"
41,Sebastian Böck;Matthew Davies,"Deconstruct, Analyse, Reconstruct: How to Improve Tempo, Beat, and Downbeat Estimation",2020,https://program.ismir2020.net/poster_4-14.html,"Sebastian Böck, enliteAI, Vienna, Austria; Matthew Davies, University of Coimbra, CISUC, DEI, Portugal","Musical features and properties,Rhythm, beat, tempo,Domain knowledge,Machine learning/Artificial intelligence for music,MIR fundamentals and methodology,Music signal processing,MIR tasks,Automatic classification"
42,Wayne Chi;Prachi Kumar;Suri Yaddanapudi;Suresh Rahul;Umut Isik,Generating Music with a Self-correcting Non-chronological Autoregressive Model,2020,https://program.ismir2020.net/poster_6-16.html,"Wayne Chi, çAmazon Web Services; Prachi Kumar, Amazon Web Services; Suri Yaddanapudi, Amazon Web Services; Suresh Rahul, Amazon Web Services; Umut Isik, Amazon Web Services","Domain knowledge,Machine learning/Artificial intelligence for music,Applications,Music composition, performance, and production,Representations of music,MIR tasks,Music synthesis and transformation"
43,HAO HAO TAN;Dorien Herremans,Music Fadernets: Controllable Music Generation Based on High-level Features via Low-level Feature Modelling,2020,https://program.ismir2020.net/poster_1-13.html,"HAO HAO TAN, Singapore University of Technology and Design; Dorien Herremans, Singapore University of Technology and Design","Domain knowledge,Machine learning/Artificial intelligence for music,MIR tasks,Music synthesis and transformation"
44,Darius Petermann;Pritish Chandna;Helena Cuesta;Jordi Bonada;Emilia Gomez,Deep Learning Based Source Separation Applied to Choir Ensembles,2020,https://program.ismir2020.net/poster_5-14.html,"Darius Petermann, Music Technology Group, Universitat Pompeu Fabra, Spain; Pritish Chandna, Music Technology Group, Universitat Pompeu Fabra, Spain; Helena Cuesta, Music Technology Group, Universitat Pompeu Fabra, Spain; Jordi Bonada, Music Technology Group, Universitat Pompeu Fabra, Spain; Emilia Gomez, European Commission, Joint Research Centre, Spain","MIR tasks,Music synthesis and transformation,Applications,Music composition, performance, and production,Music retrieval systems,Evaluation, datasets, and reproducibility,Novel datasets and use cases,MIR fundamentals and methodology,Music signal processing"
45,Yu-Fen Huang;Jeng-I Liang;I-CHIEH WEI;Li Su,Joint Analysis of Mode and Playing Technique in Guqin Performance with Machine Learning,2020,https://program.ismir2020.net/poster_1-10.html,"Yu-Fen Huang, Institute of Information Science, Academia Sinica, Taiwan; Jeng-I Liang, Department of traditional music, Taipei National University of the Arts, Taiwan; I-CHIEH WEI, Institute of Information Science, Academia Sinica, Taiwan; Li Su, Institute of Information Science, Academia Sinica, Taiwan","Domain knowledge,Computational music theory and musicology,MIR tasks,Automatic classification,Musical features and properties,Expression and performative aspects of music"
46,Mengyi Shan;Timothy Tsai,Improved Handling of Repeats and Jumps in Audio--sheet Image Synchronization,2020,https://program.ismir2020.net/poster_1-07.html,"Mengyi Shan, Harvery Mudd College; Timothy Tsai, Harvey Mudd College","MIR tasks,Alignment, synchronization, and score following,MIR fundamentals and methodology,Multimodality,Music signal processing"
47,Yu-Hua Chen;Yu-Siang Huang;Wen-Yi Hsiao;Yi-Hsuan Yang,Automatic Composition of Guitar Tabs by Transformers and Groove Modeling,2020,https://program.ismir2020.net/poster_5-17.html,"Yu-Hua Chen, Taiwan AI Labs, Taiwan; Yu-Siang Huang, Taiwan AI Labs, Taiwan; Wen-Yi Hsiao, Taiwan AI Labs, Taiwan; Yi-Hsuan Yang, Academia Sinica, Taiwan","Applications,Music composition, performance, and production,Domain knowledge,Machine learning/Artificial intelligence for music,Representations of music,MIR fundamentals and methodology,Symbolic music processing,MIR tasks,Music synthesis and transformation,Musical features and properties,Rhythm, beat, tempo"
48,Ashis Pati;Siddharth Kumar Gururani;Alexander Lerch,Dmelodies: a Music Dataset for Disentanglement Learning,2020,https://program.ismir2020.net/poster_1-15.html,"Ashis Pati, Center for Music Technology, Georgia Institute of Technology, USA; Siddharth Kumar Gururani, Center for Music Technology, Georgia Institute of Technology, USA; Alexander Lerch, Center for Music Technology, Georgia Institute of Technology, USA","Domain knowledge,Machine learning/Artificial intelligence for music,Representations of music,Evaluation, datasets, and reproducibility,Novel datasets and use cases,Reproducibility,MIR fundamentals and methodology,Symbolic music processing"
49,Bruno Di Giorgi;Matthias Mauch;Mark Levy,Downbeat Tracking with Tempo Invariant Convolutional Neural Networks,2020,https://program.ismir2020.net/poster_2-07.html,"Bruno Di Giorgi, Apple Inc.; Matthias Mauch, Apple Inc.; Mark Levy, Apple Inc.","Domain knowledge,Machine learning/Artificial intelligence for music,MIR tasks,Music transcription and annotation,Musical features and properties,Rhythm, beat, tempo"
