,Authors,Titles,Year,Link,Authors with affiliations,Author Keywords
20,"Ibrahim, Karim M.; Epure, Elena V.; Peeters, Geoffroy; Richard, Gaël",Exploiting Device and Audio Data to Tag Music with User-Aware Listening Contexts,2022,https://ismir2022program.ismir.net/poster_118.html,"Ibrahim, Karim M., LTCI, Télécom Paris, Institute Polytechnique de Paris, France;  Epure, Elena V., Deezer Research;  Peeters, Geoffroy, LTCI, Télécom Paris, Institute Polytechnique de Paris, France;  Richard, Gaël, LTCI, Télécom Paris, Institute Polytechnique de Paris, France","personalization; novel datasets and use cases; automatic classification; metadata, tags, linked data, and semantic web; musical affect, emotion and mood; user behavior analysis and mining"
21,"Wu, Yueh-Kao; Chiu, Ching-Yu; Yang, Yi-Hsuan",Jukedrummer: Conditional Beat-aware Audio-domain Drum Accompaniment Generation via Transformer VQ-VAE,2022,https://ismir2022program.ismir.net/poster_164.html,"Wu, Yueh-Kao, Academia Sinica;  Chiu, Ching-Yu, National Cheng Kung University;  Yang, Yi-Hsuan, Taiwan AI Labs","machine learning/artificial intelligence for music; rhythm, beat, tempo; music generation"
22,"Jiang, Junyan; Chin, Daniel; Zhang, Yixiao; Xia, Gus",Learning Hierarchical Metrical Structure Beyond Measures,2022,https://ismir2022program.ismir.net/poster_147.html,"Jiang, Junyan, Music X Lab, NYU Shanghai;  Chin, Daniel, MBZUAI;  Zhang, Yixiao, Centre for Digital Music, Queen Mary University London, UK;  Xia, Gus, Music X Lab, NYU Shangha","pattern matching and detection; rhythm, beat, tempo;  Musical features and properties; symbolic music processing; structure, segmentation, and form; computational music theory and musicology"
23,"Almeida, Francisco C. F.; Bernardes, Gilberto; Weiss, Christof",Mid-level Harmonic Audio Features for Musical Style Classification,2022,https://ismir2022program.ismir.net/poster_204.html,"Almeida, Francisco C. F., INESC TEC, University of Porto, Portugal;  Bernardes, Gilberto, INESC TEC, University of Porto, Portugal;  Weiss, Christof, International Audio Laboratories Erlangen, Germany","music signal processing; musical style and genre; harmony, chords and tonality; automatic classification; Musical features and properties"
24,"Imort, Johannes; Fabbro, Giorgio; Martinez Ramirez, Marco A; Uhlich, Stefan; Koyama, Yuichiro; Mitsufuji, Yuki",Distortion Audio Effects: Learning How to Recover the Clean Signal,2022,https://ismir2022program.ismir.net/poster_113.html,"Imort, Johannes, RWTH Aachen University, Germany;  Fabbro, Giorgio, Sony Europe B.V., Stuttgart, Germany;  Martinez Ramirez, Marco A, Sony Group Corporation, Tokyo, Japan;  Uhlich, Stefan, Sony Europe B.V., Stuttgart, Germany;  Koyama, Yuichiro, Sony Group Corporation, Tokyo, Japan;  Mitsufuji, Yuki, Sony Group Corporation, Tokyo, Japan","music signal processing; music synthesis and transformation; performance, and production; machine learning/artificial intelligence for music; sound source separation"
25,"Ríos-Vila, Antonio; Inesta, Jose M.; Calvo-Zaragoza, Jorge",End-to-End Full-Page Optical Music Recognition for Mensural Notation,2022,https://ismir2022program.ismir.net/poster_33.html,"Ríos-Vila, Antonio, U.I. for Computer Research, University of Alicante, Spain;  Inesta, Jose M., U.I. for Computer Research, University of Alicante, Spain;  Calvo-Zaragoza, Jorge, U.I. for Computer Research, University of Alicante, Spain",machine learning/artificial intelligence for music; optical music recognition; music transcription and annotation
26,"Di Giorgi, Bruno; Levy, Mark; Sharp, Richard",Mel Spectrogram Inversion with Stable Pitch,2022,https://ismir2022program.ismir.net/poster_188.html,"Di Giorgi, Bruno, Apple;  Levy, Mark, Apple;  Sharp, Richard, Apple",music signal processing; music synthesis and transformation
27,"Du, Xingjian; Liang, Huidong; Wan, Yuan; Lin, Yuheng; Chen, Ke; Zhu, Bilei; Ma, Zejun",Latent feature augmentation for chorus detection,2022,https://ismir2022program.ismir.net/poster_119.html,"Du, Xingjian, ByteDance AI Lab, Shanghai, China;  Liang, Huidong, ByteDance AI Lab, Shanghai, China;  Wan, Yuan, ByteDance AI Lab, Shanghai, China;  Lin, Yuheng, ByteDance AI Lab, Shanghai, China;  Chen, Ke, University of California San Diego, USA;  Zhu, Bilei, ByteDance AI Lab, Shanghai, China;  Ma, Zejun, ByteDance AI Lab, Shanghai, China",music transcription and annotation
28,"Yi, Li; Hu, Haochen; Zhao, Jingwei; Xia, Gus",AccoMontage2: A Complete Harmonization and Accompaniment Arrangement System,2022,https://ismir2022program.ismir.net/poster_218.html,"Yi, Li, Music X Lab, NYU Shanghai;  Hu, Haochen, MBZUAI;  Zhao, Jingwei, Institute of Data Science, NUS;  Xia, Gus, Music X Lab, NYU Shanghai",MIR tasks; music interfaces and services; music synthesis and transformation; MIR tasks; evaluation methodology; music generation
29,"McCallum, Matthew C; Korzeniowski, Filip; Oramas, Sergio; Gouyon, Fabien; Ehmann, Andreas",Supervised and Unsupervised Learning of Audio Representations for Music Understanding,2022,https://ismir2022program.ismir.net/poster_285.html,"McCallum, Matthew C, SiriusXM, USA;  Korzeniowski, Filip, SiriusXM, USA;  Oramas, Sergio, SiriusXM, USA;  Gouyon, Fabien, SiriusXM, USA;  Ehmann, Andreas, SiriusXM, USA",music retrieval systems; representations of music; automatic classification; machine learning/artificial intelligence for music; representations of music; digital libraries and archives
30,"Dahale, Rishabh A; Talwadker, Vaibhav Vinayak; Rao, Preeti; Verma, Prateek",Generating Coherent Drum Accompaniment with Fills and Improvisations,2022,https://ismir2022program.ismir.net/poster_320.html,"Dahale, Rishabh A, Department of Electrical Engineering, Indian Institute of Technology Bombay, India;  Talwadker, Vaibhav Vinayak, Department of Electrical Engineering, Indian Institute of Technology Bombay, India;  Rao, Preeti, Department of Electrical Engineering, Indian Institute of Technology Bombay, India;  Verma, Prateek, Stanford University, USA","music generation; structure, segmentation, and form"
31,"Morsi, Alia; Serra, Xavier",Bottlenecks and solutions for audio to score alignment research,2022,https://ismir2022program.ismir.net/poster_231.html,"Morsi, Alia, Music Technology Group, Universitat Pompeu Fabra, Spain;  Serra, Xavier, Music Technology Group, Universitat Pompeu Fabra, Spain",indexing and querying; representations of music; music signal processing; novel datasets and use cases
32,"Clayton, Martin; Rao, Preeti; Shikarpur, Nithya Nadig; Roychowdhury, Sujoy; Li, Jin",Raga Classification From Vocal Performances Using Multimodal Analysis,2022,https://ismir2022program.ismir.net/poster_83.html,"Clayton, Martin, Department of Music, Durham University, UK;  Rao, Preeti, Deparment of Electrical Engineering, Indian Institute of Technology Bombay, India;  Shikarpur, Nithya Nadig, Deparment of Electrical Engineering, Indian Institute of Technology Bombay, India;  Roychowdhury, Sujoy, Deparment of Electrical Engineering, Indian Institute of Technology Bombay, India;  Li, Jin, Department of Music, Durham University, UK",novel datasets and use cases; computational ethnomusicology; automatic classification
33,"Lesota, Oleg; Parada-Cabaleiro, Emilia; Lex, Elisabeth; Rekabsaz, Navid; Brandl, Stefan; Schedl, Markus",Traces of Globalization in Online Music Consumption Patterns and Results of Recommendation Algorithms,2022,https://ismir2022program.ismir.net/poster_165.html,"Lesota, Oleg, Multimedia Mining and Search Group, Institute of Computational Perception, JKU Link, Austria;  Parada-Cabaleiro, Emilia, Human-centered AI Group, AI Lab, Linz Institute of Technology (LIT), Austria;  Lex, Elisabeth, Multimedia Mining and Search Group, Institute of Computational Perception, JKU Link, Austria;  Rekabsaz, Navid, Graz University of Technology, Austria;  Brandl, Stefan, Multimedia Mining and Search Group, Institute of Computational Perception, JKU Link, Austria;  Schedl, Markus, Multimedia Mining and Search Group, Institute of Computational Perception, JKU Link, Austria",legal and societal aspects of MIR; music recommendation and playlist generation; user behavior analysis and mining
34,"Liew, Kongmeng; Mishra, Vipul; Zhou, Yangyang; Epure, Elena V.; Hennequin, Romain; Wakamiya, Shoko; Aramaki, Eiji",Network Analyses for Cross-Cultural Music Popularity,2022,https://ismir2022program.ismir.net/poster_303.html,"Liew, Kongmeng, Graduate School of Science and Technology, Nara Institute of Science and Technology, Japan;  Mishra, Vipul, Graduate School of Science and Technology, Nara Institute of Science and Technology, Japan;  Zhou, Yangyang, Graduate School of Science and Technology, Nara Institute of Science and Technology, Japan;  Epure, Elena V., Deezer Research, Paris, France;  Hennequin, Romain, Deezer Research, Paris, France;  Wakamiya, Shoko, Graduate School of Science and Technology, Nara Institute of Science and Technology, Japan;  Aramaki, Eiji, Graduate School of Science and Technology, Nara Institute of Science and Technology, Japan",legal and societal aspects of MIR; computational music theory and musicology; digital libraries and archives; computational ethnomusicology
35,"Polykarpidis, Polykarpos; KALOFONOS, DIONYSIOS; Balageorgos, Dimitrios; Anagnostopoulou, Christina",Three related corpora in Middle Byzantine music notation and a preliminary comparative analysis,2022,https://ismir2022program.ismir.net/poster_51.html,"Polykarpidis, Polykarpos, Department of Music Studies, National and Kapodistrian University of Athens, Greece;  KALOFONOS, DIONYSIOS, Independent;  Balageorgos, Dimitrios, Department of Music Studies, National and Kapodistrian University of Athens, Greece;  Anagnostopoulou, Christina, Department of Music Studies, National and Kapodistrian University of Athens, Greece",computational music theory and musicology; similarity metrics; novel datasets and use cases; representations of music; computational ethnomusicology; symbolic music processing
36,"Li, Dichucheng; Wu, Yulun; Li, Qinyu; Zhao, Jiahao; Yu, Yi; Xia, Fan; Li, Wei",Playing Technique Detection by Fusing Note Onset Information in Guzheng Performance,2022,https://ismir2022program.ismir.net/poster_48.html,"Li, Dichucheng, School of Computer Science and Technology, Fudan University, Shanghai, China;  Wu, Yulun, School of Computer Science and Technology, Fudan University, Shanghai, China;  Li, Qinyu, College of Expertimental Art, Sichuan Conservatory of Music, Sichuan, China;  Zhao, Jiahao, School of Computer Science and Technology, Fudan University, Shanghai, China;  Yu, Yi, National Institute of Informaticas (NII), Tokyo, Japan;  Xia, Fan, College of Expertimental Art, Sichuan Conservatory of Music, Sichuan, China;  Li, Wei, Shanghai Key Laboratory of Intelligent Information Processing, Fudan University, China",MIR tasks; representations of music; MIR tasks; expression and performative aspects of music; music transcription and annotation; novel datasets and use cases
37,"Nikzat, Babak; Caro Repetto, Rafael",KDC: an open corpus for computational research of dastgāhi music,2022,https://ismir2022program.ismir.net/poster_111.html,"Nikzat, Babak, Kunstuniversität Graz, Austria;  Caro Repetto, Rafael, Kunstuniversität Graz, Austria",computational ethnomusicology; computational music theory and musicology; novel datasets and use cases; melody and motives
38,"Nie, Ke",Inaccurate Prediction or Genre Evolution? Rethinking Genre Classification,2022,https://ismir2022program.ismir.net/poster_148.html,"Nie, Ke, University of California, San Diego, USA",evaluation methodology; legal and societal aspects of MIR; musical style and genre; automatic classification; machine learning/artificial intelligence for music; evaluation metrics
39,"Nuttall, Thomas; Plaja-Roglans, Genís; Pearson, Lara; Serra, Xavier",In Search of Sañcāras: Tradition-informed Repeated Melodic Pattern Recognition in Carnatic Music,2022,https://ismir2022program.ismir.net/poster_334.html,"Nuttall, Thomas, Music Technology Group, Universitat Pompeu Fabra, Spain;  Plaja-Roglans, Genís, Music Technology Group, Universitat Pompeu Fabra, Spain;  Pearson, Lara, Max Plank Institute for Empirical Aesthetics, Frankfurt am Main, Germany;  Serra, Xavier, Music Technology Group, Universitat Pompeu Fabra, Spain","computational music theory and musicology; melody and motives; pattern matching and detection; computational ethnomusicology; timbre, instrumentation, and singing voice"
40,"Wang, Zhaowen; Che, Mingjin; Yang, Yue; Meng , Wen wu ; Li, Qinyu; Xia, Fan; Li, Wei",Automatic Chinese National Pentatonic Modes Recognition Using Convolutional Neural Network,2022,https://ismir2022program.ismir.net/poster_63.html,"Wang, Zhaowen, ;  Che, Mingjin, College of Experimental Art, Sichuan Conservatory of Music, China;  Yang, Yue, Department of AI and Information Technology, Central Conservatory of Music, China;  Meng , Wen wu , College of Experimental Art, Sichuan Conservatory of Music, China;  Li, Qinyu, College of Experimental Art, Sichuan Conservatory of Music, China;  Xia, Fan, College of Experimental Art, Sichuan Conservatory of Music, China;  Li, Wei, School of Computer Science and Technology, Fudan University, China",computational ethnomusicology; automatic classification; novel datasets and use cases;  Musical features and properties
41,"Gillman, David; Kutlay, Atalay; Goyat, Uday",Teach Yourself Georgian Folk Songs Dataset: A Annotated Corpus Of Traditional Vocal Polyphony,2022,https://ismir2022program.ismir.net/poster_81.html,"Gillman, David, New College of Florida, USA;  Kutlay, Atalay, Georgia Institute of Technology, USA;  Goyat, Uday, New College of Florida, USA","music transcription and annotation; music heritage and sustainability; evaluation metrics; timbre, instrumentation, and singing voice"
42,"Maia, Lucas S; Rocamora, Martín; Biscainho, Luiz W P ; Fuentes, Magdalena",Adapting meter tracking models to Latin American music,2022,https://ismir2022program.ismir.net/poster_272.html,"Maia, Lucas S, PEE/COPE, Federal University of Rio de Janeiro, Brazil;  Rocamora, Martín, FING, Universidad de la República, Uruguay;  Biscainho, Luiz W P , PEE/COPE, Federal University of Rio de Janeiro, Brazil;  Fuentes, Magdalena, MARL-IDM, New York University, USA","personalization; music heritage and sustainability; machine learning/artificial intelligence for music; computational ethnomusicology; rhythm, beat, tempo"
43,"Ganguli, Kaustuv Kanti; Şentürk, Sertan; Guedes, Carlos",Critiquing Task- versus Goal-oriented Approaches: A Case for Makam Recognition,2022,https://ismir2022program.ismir.net/poster_235.html,"Ganguli, Kaustuv Kanti, College of Interdisciplinary Studies, Zayed University, UAE;  Şentürk, Sertan, Independent;  Guedes, Carlos, Music and Sound Cultures Lab, NYU Abu Dhabi, UAE",MIR tasks; automatic classification; computational ethnomusicology; evaluation methodology; philosophical and methodological foundations
44,"Papaioannou, Charilaos; Valiantzas, Ioannis; Giannakopoulos, Theodore; Kaliakatsos-Papakostas, Maximos; Potamianos, Alexandros",A Dataset for Greek Traditional and Folk Music: Lyra,2022,https://ismir2022program.ismir.net/poster_245.html,"Papaioannou, Charilaos, School of ECE, National Technical University of Athens, Greece;  Valiantzas, Ioannis, Department of Music Studies, National and Kapodistrian University of Athens, Greece;  Giannakopoulos, Theodore, National Center for Scientific Research - Demokritos, Greece;  Kaliakatsos-Papakostas, Maximos, Athena RC, Greece;  Potamianos, Alexandros, School of ECE, National Technical University of Athens, Greece",novel datasets and use cases; computational ethnomusicology
45,"Yamamoto, Yuya; Nam, Juhan; Terasawa, Hiroko",Analysis and detection of singing techniques in repertoires of J-POP solo singers,2022,https://ismir2022program.ismir.net/poster_296.html,"Yamamoto, Yuya, Doctoral Program of Informatics, University of Tsukiba, Japan;  Nam, Juhan, Graduate School of Culture Technology, KAIST, South Korea;  Terasawa, Hiroko, Doctoral Program of Informatics, University of Tsukiba, Japan","computational music theory and musicology; expression and performative aspects of music; automatic classification; performance, and production; novel datasets and use cases; timbre, instrumentation, and singing voice"
46,"Liu, Lele; Kong, Qiuqiang; Morfi, Veronica; Benetos, Emmanouil",Performance MIDI-to-score conversion by neural beat tracking,2022,https://ismir2022program.ismir.net/poster_335.html,"Liu, Lele, Centre for Digital Music, Queen Mary University London, UK;  Kong, Qiuqiang, ByteDance, Shanghai, China;  Morfi, Veronica, Centre for Digital Music, Queen Mary University London, UK;  Benetos, Emmanouil, The Alan Turing Institute, UK","machine learning/artificial intelligence for music; music transcription and annotation; rhythm, beat, tempo; symbolic music processing"
47,"Han, Sangjun; Ihm, Hyeongrae; Lee, Moontae; Lim, Woohyung",Symbolic Music Loop Generation with Neural Discrete Representations,2022,https://ismir2022program.ismir.net/poster_66.html,"Han, Sangjun, LG AI Research;  Ihm, Hyeongrae, LG AI Research;  Lee, Moontae, University of Illinois, Chicago, USA;  Lim, Woohyung, LG AI Research",music generation; expression and performative aspects of music; machine learning/artificial intelligence for music; symbolic music processing; multimodality
48,"Martinez Ramirez, Marco A; Liao, WeiHsiang; Nagashima, Chihiro; Fabbro, Giorgio; Uhlich, Stefan; Mitsufuji, Yuki",Automatic music mixing with deep learning and out-of-domain data,2022,https://ismir2022program.ismir.net/poster_11.html,"Martinez Ramirez, Marco A, Sony Group Corporation, Tokyo, Japan;  Liao, WeiHsiang, Sony Europe B.V., Stuttgart, Germany;  Nagashima, Chihiro, Sony Group Corporation, Tokyo, Japan;  Fabbro, Giorgio, Sony Europe B.V., Stuttgart, Germany;  Uhlich, Stefan, Sony Europe B.V., Stuttgart, Germany;  Mitsufuji, Yuki, Sony Group Corporation, Tokyo, Japan","music signal processing; music synthesis and transformation; machine learning/artificial intelligence for music; performance, and production; musical affect, emotion and mood"
49,"Alinoori, Mahshid; Tzerpos, Vassilios",Music-STAR: a Style Translation system for Audio-based Re-instrumentation,2022,https://ismir2022program.ismir.net/poster_139.html,"Alinoori, Mahshid, Department of Electrical Engineering and Computer Science, York University, Canada;  Tzerpos, Vassilios, Department of Electrical Engineering and Computer Science, York University, Canada","musical style and genre; music synthesis and transformation; timbre, instrumentation, and singing voice"
50,"Afchar, Darius; Hennequin, Romain; Guigue, Vincent",Learning Unsupervised Hierarchies of Audio Concepts,2022,https://ismir2022program.ismir.net/poster_29.html,"Afchar, Darius, Deezer Research, France;  Hennequin, Romain, Deezer Research, France;  Guigue, Vincent, MLIA, ISIR - Sorbonne Université - CNRS, France","music signal processing; representations of music; musical style and genre; automatic classification; machine learning/artificial intelligence for music; musical affect, emotion and mood"
51,"Quadrana, Massimo; Larreche-Mouly, Antoine; Mauch, Matthias",Multi-objective Hyper-parameter Optimization of Behavioral Song Embeddings,2022,https://ismir2022program.ismir.net/poster_240.html,"Quadrana, Massimo, Apple;  Larreche-Mouly, Antoine, Apple;  Mauch, Matthias, Apple",personalization; evaluation methodology; music recommendation and playlist generation; music retrieval systems; evaluation metrics; user behavior analysis and mining
52,"Zhang, Huan; Tang, Jingjing; Rafee, Syed RM; Dixon, Simon; Fazekas, George; Wiggins, Geraint A.",ATEPP: A Dataset of Automatically Transcribed Expressive Piano Performance,2022,https://ismir2022program.ismir.net/poster_70.html,"Zhang, Huan, School of Engineering and Computer Science, Queen Mary University London, UK;  Tang, Jingjing, School of Engineering and Computer Science, Queen Mary University London, UK;  Rafee, Syed RM, School of Engineering and Computer Science, Queen Mary University London, UK;  Dixon, Simon, School of Engineering and Computer Science, Queen Mary University London, UK;  Fazekas, George, School of Engineering and Computer Science, Queen Mary University London, UK;  Wiggins, Geraint A., School of Engineering and Computer Science, Queen Mary University London, UK","novel datasets and use cases; expression and performative aspects of music; symbolic music processing; metadata, tags, linked data, and semantic web; performance, and production; machine learning/artificial intelligence for music"
53,"Zhang, Chen; Yu, Jiaxing; Chang, LuChin; Tan, Xu; Chen, Jiawei; Qin, Tao; Zhang, Kejun",PDAugment: Data Augmentation by Pitch and Duration Adjustments for Automatic Lyrics Transcription,2022,https://ismir2022program.ismir.net/poster_180.html,"Zhang, Chen, Department of Computer Science, Zhejiang University, China;  Yu, Jiaxing, Department of Computer Science, Zhejiang University, China;  Chang, LuChin, Department of Computer Science, Zhejiang University, China;  Tan, Xu, Microsoft Research Asia;  Chen, Jiawei, South China University of Technology;  Qin, Tao, Microsoft Research Asia;  Zhang, Kejun, Department of Computer Science, Zhejiang University, China","lyrics and other textual data; web mining, and natural language processing"
