conference_index,Authors,Title,Year,Link,Authors with Affiliations,Abstract,first_country,first_aff_cat,first_aff_cat_UN,title_tsne_2d,abstract_tsne_2d,title_tsne_3d,abstract_tsne_3d,title_umap_2d,abstract_umap_2d,title_umap_3d,abstract_umap_3d
47,Mika Kuuskankare;Mikael Laurson,Expressive Notation Package - an Overview.,2004,https://doi.org/10.5281/zenodo.1415084,Mika Kuuskankare+Sibelius Academy>FIN>education;Mikael Laurson+Sibelius Academy>FIN>education,The purpose of this paper is to give the reader a concise overview of Expressive Notation Package 2.0 (henceforward ENP). ENP is music notation program that belongs to a family of music and sound related software packages developed at Sibelius Academy in Finland. ENP has been used in various research projects during the past several years.,FIN,education,Developed economies,"[20.621674, 28.298601]","[-4.373959, 27.123707]","[-5.795192, -17.749048, -11.955287]","[-6.5221233, -2.807831, 16.765905]","[11.888006, 6.4136486]","[10.352536, -1.4585234]","[15.003561, 8.674784, -0.024364486]","[11.187586, 5.8041425, 11.523043]"
23,Dan Ellis;John Arroyo,Eigenrhythms: Drum pattern basis sets for classification and generation.,2004,https://doi.org/10.5281/zenodo.1415948,Daniel P. W. Ellis+Columbia University>USA>education;John Arroyo+Columbia University>USA>education,"We took a collection of 100 drum beats from popular music tracks and estimated the measure length and downbeat position of each one. Using these values, we normalized each pattern to form an ensemble of aligned drum patterns. Principal Component Analysis on this data set results in a set of basis ‘patterns’ that can be combined to give approximations and interpolations of all the examples. We use this low-dimension representation of the drum patterns as a space for classification and visualization, and discuss its application to generating continua of rhythms. Our classification results were very modest – about 20% correct on a 10-way genre classification task – but we show that the projection into principal component space reveals aspects of the rhythm that are largely orthogonal to genre but are still perceptually relevant.",USA,education,Developed economies,"[34.436882, -28.3389]","[-6.130326, -11.313806]","[20.875378, -20.229408, 7.5275536]","[-2.6051912, 9.153855, -4.4951787]","[7.865272, 6.9438233]","[7.3130045, -0.21933518]","[11.897956, 9.791953, -0.9297665]","[10.435327, 7.513547, 10.099579]"
54,Anna Lubiw;Luke Tanur,Pattern Matching in Polyphonic Music as a Weighted Geometric Translation Problem.,2004,https://doi.org/10.5281/zenodo.1417969,Anna Lubiw+University of Waterloo>CAN>education|University of Waterloo>CAN>education;Luke Tanur+University of Waterloo>CAN>education|University of Waterloo>CAN>education,"We consider the music pattern matching problem—to find occurrences of a small fragment of music called the “pattern” in a larger body of music called the “score”—as a problem of translating a set of horizontal line segments in the plane to find the best match in a larger set of horizontal line segments. Our contribution is that we use fairly general weight functions to measure the quality of a match, thus enabling approximate pattern matching. We give an algorithm with running time O(nm log m), where n is the size of the score and m is the size of the pattern. We show that the problem, in this geometric formulation, is unlikely to have a significantly faster algorithm because it is at least as hard as a basic problem called 3-SUM that is conjectured to have no subquadratic algorithm. We present some examples to show the potential of this method for finding minor variations of a theme, and for finding polyphonic musical patterns in a polyphonic score.",CAN,education,Developed economies,"[12.884918, 3.6137629]","[5.6029425, 7.871249]","[4.304766, -10.145923, 8.073953]","[4.355221, -14.549149, 6.786524]","[12.254067, 6.972163]","[9.441836, -0.99957234]","[15.282145, 9.322537, -1.1534284]","[11.4613, 7.1227384, 12.729883]"
53,Maurício A. Loureiro;Hugo Bastos de Paula;Hani C. Yehia,Timbre Classification Of A Single Musical Instrument.,2004,https://doi.org/10.5281/zenodo.1416320,Mauricio A. Loureiro+Federal University of Minas Gerais>BRA>education;Hugo B. de Paula+Federal University of Minas Gerais>BRA>education;Hani C. Yehia+Federal University of Minas Gerais>BRA>education,"In order to map the spectral characteristics of the large variety of sounds a musical instrument may produce, different notes were performed and sampled in several intensity levels across the whole extension of a clarinet. Amplitude and frequency time-varying curves of partials were measured by Discrete Fourier Transform. A limited set of orthogonal spectral bases was derived by Principal Component Analysis techniques. These bases defined spectral sub-spaces capable of representing all tested sounds and of grouping them according to the distance metrics of the representation. A clustering algorithm was used to infer timbre classes. Preliminary tests with resynthesized sounds with normalized pitch showed a strong relation between the perceived timbre and the cluster label to which the notes were assigned. Self-Organizing Maps lead to results similar to those obtained by PCA representation and K-means clustering algorithm.",BRA,education,Developing economies,"[19.352825, -27.120277]","[-23.880165, -45.281548]","[20.006002, -6.9397745, -9.382753]","[-3.104593, -13.20363, -30.06981]","[9.136563, 7.10921]","[7.689044, 2.381056]","[13.797084, 10.807761, -0.9435472]","[10.489326, 8.488853, 9.823957]"
52,Beth Logan,Music Recommendation from Song Sets.,2004,https://doi.org/10.5281/zenodo.1416658,Beth Logan+Hewlett Packard Labs>USA>company,"We motivate the problem of music recommendation based solely on acoustics from groups of related songs or ‘song sets’. We propose four solutions which can be used with any acoustic-based similarity measure. The first builds a model for each song set and recommends new songs according to their distance from this model. The next three approaches recommend songs according to the average, median and minimum distance to songs in the song set. For a similarity measure based on K-means models of MFCC features, experiments on a database of 18647 songs indicated that the minimum distance technique is the most effective, returning a valid recommendation as one of the top 5 32.5% of the time. The approach based on the median distance was the next best, returning a valid recommendation as one of the top 5 29.5% of the time.",USA,company,Developed economies,"[-45.16032, 16.614866]","[35.297688, 12.448334]","[-25.869848, 20.540133, -4.7550545]","[18.96158, 0.9836193, 13.817516]","[16.643776, 7.310752]","[12.91545, -0.060641583]","[18.961731, 9.592727, 0.33382064]","[14.25744, 6.260985, 11.877912]"
51,Ming Li;Ronan Sleep,Improving Melody Classification by Discriminant Feature Extraction and Fusion.,2004,https://doi.org/10.5281/zenodo.1416728,Ming Li+University of East Anglia>GBR>education;Ronan Sleep+University of East Anglia>GBR>education,"We propose a general approach to discriminant feature extraction and fusion, built on an optimal feature transformation for discriminant analysis. Our experiments indicate that our approach can dramatically reduce the dimensionality of original feature space whilst improving its discriminant power. Our feature fusion method can be carried out in the reduced lower-dimensional subspace, resulting in a further improvement in accuracy. Our experiments concern the classification of music styles based only on the pitch sequence derived from monophonic melodies.",GBR,education,Developed economies,"[2.914862, -21.441196]","[24.206165, -12.564101]","[15.993571, 2.8536332, -10.269633]","[12.286202, 3.6858842, -1.9966452]","[11.315034, 9.600735]","[10.344624, 1.2967252]","[14.291799, 9.778829, 1.7613319]","[11.84097, 7.668342, 10.108311]"
50,Micheline Lesaffre;Marc Leman;Bernard De Baets;Jean-Pierre Martens,Methodological Considerations Concerning Manual Annotation Of Musical Audio In Function Of Algorithm Development.,2004,https://doi.org/10.5281/zenodo.1414874,Micheline Lesaffre+Ghent University>BEL>education;Marc Leman+Ghent University>BEL>education;Bernard De Baets+Ghent University>BEL>education;Jean-Pierre Martens+Ghent University>BEL>education,"In research on musical audio-mining, annotated music databases are needed which allow the development of computational tools that extract from the musical audio stream the kind of high-level content that users can deal with in Music Information Retrieval (MIR) contexts. The notion of musical content, and therefore the notion of annotation, is ill-defined, however, both in the syntactic and semantic sense. As a consequence, annotation has been approached from a variety of perspectives (but mainly linguistic-symbolic oriented), and a general methodology is lacking. This paper is a step towards the definition of a general framework for manual annotation of musical audio in function of a computational approach to musical audio-mining that is based on algorithms that learn from annotated data.",BEL,education,Developed economies,"[4.4652205, 16.750908]","[-2.5509362, 12.778029]","[1.144344, 2.9752648, -15.298063]","[-2.6871393, -0.3663397, 11.007611]","[12.6961565, 7.5098453]","[10.014068, -0.55221677]","[15.844403, 9.451949, 0.026449863]","[11.449212, 6.582733, 11.3732]"
46,Frank Kurth;Meinard Müller;Andreas Ribbrock;Tido Röder;David Damm;Christian Fremerey,A Prototypical Service for Real-Time Access to Local Context-Based Music Information.,2004,https://doi.org/10.5281/zenodo.1414926,Frank Kurth+University of Bonn>DEU>education|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown;Meinard Müller+University of Bonn>DEU>education|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown;Andreas Ribbrock+University of Bonn>DEU>education|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown;Tido Röder+University of Bonn>DEU>education|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown;David Damm+University of Bonn>DEU>education|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown;Christian Fremerey+University of Bonn>DEU>education|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown|Unknown>Unknown>Unknown,"In this contribution we propose a generic service for real-time access to context-based music information such as lyrics or score data. In our web-based client-server scenario, a client application plays back a particular (waveform) audio recording. During playback, the client connects to a server which in turn identifies the particular piece of audio as well as the current playback position. Subsequently, the server delivers local, i.e., position specific, context-based information on the audio piece to the client. The client then synchronously displays the received information during acoustic playback. We demonstrate how such a service can be established using recent MIR (Music Information Retrieval) techniques such as audio identification and synchronization and present two particular application scenarios.",DEU,education,Developed economies,"[-30.908257, 21.817522]","[7.7778406, 32.028168]","[-22.781076, 10.640001, -5.7421165]","[-3.0884995, 16.872074, 13.825178]","[14.899052, 6.378036]","[11.466925, -1.1175143]","[17.777662, 9.499733, -1.2002686]","[12.215642, 5.4012733, 11.854086]"
36,Jia-Lien Hsu;Arbee L. P. Chen;Hung-Chen Chen,Finding Approximate Repeating Patterns from Sequence Data.,2004,https://doi.org/10.5281/zenodo.1415530,Jia-Lien Hsu+Fu Jen Catholic University>TWN>education;Arbee L.P. Chen+National Chengchi University>TWN>education;Hung-Chen Chen+National Tsing Hua University>TWN>education,"In this paper, an application of feature extraction from music data is first introduced to motivate our research of finding approximate repeating patterns from sequence data. An approximate repeating pattern is defined as a sequence of symbols which appears more than once under certain approximation types in a data sequence. By using the ‘cut’ and ‘pattern_join’ operators, we develop a level-wise approach to solve the problem of finding approximate repeating patterns.",TWN,education,Developing economies,"[22.334312, 22.261208]","[6.758317, 11.035708]","[-2.1522763, -10.04523, 5.482773]","[2.903613, -14.499076, 11.734635]","[11.998973, 7.0658026]","[9.509814, -0.7223663]","[14.885704, 9.045497, -0.615998]","[11.416351, 7.277979, 12.253719]"
35,Robyn Holmes;Marie-Louise Ayres,MusicAustralia: towards a national music information infrastructure.,2004,https://doi.org/10.5281/zenodo.1418097,Robyn Holmes+National Library of Australia>AUS>facility;Marie-Louise Ayres+National Library of Australia>AUS>facility,"MusicAustralia is a national music discovery service, developed by the National Library of Australia and ScreenSound Australia, National Film and Sound Archive. The service aims to provide seamless access to music and music information resources, in multiple formats, from custodians across all cultural sectors. This paper describes the development of the service, including its architecture, and content base. Service development to date has concentrated on metadata contribution and discovery strategies, together with development of the national digital music collection. In the future, digital content developed to populate the service could be subjected to Music Information Retrieval applications, to further enrich understanding of Australian music. The paper finishes by examining the challenges of achieving these advanced services in an environment where MIR research is relatively undeveloped.",AUS,facility,Developed economies,"[-22.065027, 32.056965]","[21.78521, 29.566248]","[-24.471798, 5.2357106, -12.088212]","[1.287552, 6.345579, 20.105793]","[14.7053385, 6.992393]","[12.023266, -1.8529403]","[17.532122, 9.716432, -0.6936578]","[12.824702, 5.115853, 11.703258]"
34,David Hirst,An Analytical Methodology for Acousmatic Music.,2004,https://doi.org/10.5281/zenodo.1415656,David Hirst+University of Melbourne>AUS>education,"This paper presents a procedure for the analysis of acousmatic music which was derived from the synthesis of top-down (knowledge driven) and bottom-up (data-driven) cognitive psychological views. The procedure is also a synthesis of research on primitive auditory scene analysis, combined with the research on acoustic, semantic, and syntactic factors in the perception of everyday environmental sounds. The procedure can be summarized as consisting of a number of steps: Segregation of sonic objects; Horizontal integration and/or segregation; Vertical integration and/or segregation; Assimilation and meaning.",AUS,education,Developed economies,"[2.58713, 13.833028]","[1.2876812, 14.013351]","[1.5654168, -2.5092103, -3.9593985]","[-4.4594707, -15.890367, 14.57962]","[12.712174, 7.533668]","[9.679543, 0.0014814178]","[15.700082, 9.402803, 0.06786023]","[11.391916, 7.1347713, 11.609968]"
67,Steffen Pauws,Musical key extraction from audio.,2004,https://doi.org/10.5281/zenodo.1416326,Steffen Pauws+Philips Research Laboratories Eindhoven>NLD>company,"The realisation and evaluation of a musical key extraction algorithm that works directly on raw audio data is presented. Its implementation is based on models of human auditory perception and music cognition. It is straightforward and has minimal computing requirements. First, it computes a chromagram from non-overlapping 100 msecs time frames of audio; a chromagram represents the likelihood of the chroma occurrences in the audio. This chromagram is correlated with Krumhansl’s key profiles that represent the perceived stability of each chroma within the context of a particular musical key. The key profile that has maximum correlation with the computed chromagram is taken as the most likely key. An evaluation with 237 CD recordings of classical piano sonatas indicated a classification accuracy of 75.1%. By considering the exact, relative, dominant, sub-dominant and parallel keys as similar keys, the accuracy is even 94.1%.",NLD,company,Developed economies,"[13.946112, -15.106794]","[0.5541361, -15.972311]","[3.6224372, -22.926203, -14.108076]","[1.118469, -17.533009, 0.8431853]","[11.061398, 6.9640346]","[7.673583, 1.1677049]","[14.626456, 9.979105, -1.6975278]","[10.709158, 8.768425, 11.249526]"
66,Bryan Pardo,Tempo Tracking with a Single Oscillator.,2004,https://doi.org/10.5281/zenodo.1415090,Bryan Pardo+Northwestern University>USA>education,"I describe a simple on-line tempo tracker, based on phase and period locking a single oscillator to performance event timings. The tracker parameters are optimized on a corpus of solo piano performances by twelve musicians. The tracker is then tested on a second corpus of performances, played by the same twelve musicians. The performance of this tracker is compared to previously published results for a tempo tracker based on combining a tempogram and Kalman filter.",USA,education,Developed economies,"[21.886467, -50.828472]","[-14.995167, -10.229066]","[11.13685, -4.1369953, 25.247625]","[-11.372425, -0.7448, -1.644051]","[10.863987, 4.0384545]","[6.2385707, -0.4852385]","[13.8324585, 7.1536613, -1.5927633]","[8.179133, 7.0264754, 11.113027]"
65,Elias Pampalk,A Matlab Toolbox to Compute Music Similarity from Audio.,2004,https://doi.org/10.5281/zenodo.1418077,Elias Pampalk+Austrian Research Institute for Artificial Intelligence>AUT>facility,"A Matlab toolbox implementing music similarity measures for audio is presented. The implemented measures focus on aspects related to timbre and periodicities in the signal. This paper gives an overview of the implemented functions. In particular, the basics of the similarity measures are reviewed and some visualizations are discussed.",AUT,facility,Developed economies,"[-11.281973, 4.9227514]","[20.8923, 0.8550088]","[-6.0125427, 6.3367887, -1.5347078]","[12.821648, -7.2899113, 5.8721128]","[13.723632, 8.189124]","[10.702683, 0.1224527]","[16.584442, 10.048498, 0.31768194]","[12.291968, 7.282068, 11.826975]"
64,François Pachet;Aymeric Zils,Automatic extraction of music descriptors from acoustic signals.,2004,https://doi.org/10.5281/zenodo.1416106,François Pachet+Sony CSL Paris>FRA>company;Aymeric Zils+Sony CSL Paris>FRA>company,"High-Level music descriptors are key ingredients for music information retrieval systems. Although there is a long tradition in extracting information from acoustic signals, the field of music information extraction is largely heuristic in nature. We present here a heuristic-based generic approach for extracting automatically high-level music descriptors from acoustic signals. This approach is based on Genetic Programming, used to build relevant features as functions of mathematical and signal processing operators. The search of relevant features is guided by specialized heuristics that embody knowledge about the signal processing functions built by the system. Signal processing patterns are used in order to control the general processing methods. In addition, rewriting rules are introduced to simplify overly complex expressions, and a caching system further reduces the computing cost of each cycle. Finally, the features build by the system are combined into an optimized machine learning descriptor model, and an executable program is generated to compute the model on any audio signal. In this paper, we describe the overall system and compare its results against traditional approaches in musical feature extraction à la Mpeg7.",FRA,company,Developed economies,"[-9.835802, -10.884194]","[12.3302145, -14.8156395]","[-10.975278, -10.913818, -3.7429225]","[3.8976338, 14.644995, -6.0424323]","[13.356315, 7.4162307]","[9.844434, 0.9006034]","[15.685749, 10.741766, -1.3819107]","[11.3321905, 7.082444, 10.448987]"
63,Giovanna Neve;Nicola Orio,Indexing and Retrieval of Music Documents through Pattern Analysis and Data Fusion Techniques.,2004,https://doi.org/10.5281/zenodo.1416372,Giovanna Neve+University of Padova>ITA>education|University of Padova>ITA>education;Nicola Orio+University of Padova>ITA>education|University of Padova>ITA>education,"""One of the challenges of music information retrieval is the automatic extraction of effective content descriptors of music documents, which can be used at indexing and at retrieval time to match queries with documents. In this paper it is proposed to index music documents with frequent musical patterns. A musical pattern is a sequence of features in the score that is repeated at least twice: features can regard perceptually relevant characteristics, such as rhythm, pitch, or both. Data fusion techniques are applied to merge the results obtained using different features. A set of experimental tests has been carried out on retrieval effectiveness, robustness to query errors, and dependency on query length on a collection of Beatles’ songs using a set of queries. The proposed approach gave good results, both using single features and, in particular, merging the rank lists obtained by different features with a data fusion approach.""",ITA,education,Developed economies,"[-23.120024, 11.160221]","[21.088299, 12.874041]","[-15.295991, -5.397756, -7.9419236]","[8.936472, -1.1419628, 11.286556]","[13.987728, 6.924846]","[10.753434, -0.9017141]","[16.821444, 9.898075, -1.5127636]","[12.272391, 6.421708, 12.177629]"
62,Andrew Nesbit;Lloyd Hollenberg;Anthony Senyard,Towards Automatic Transcription of Australian Aboriginal Music.,2004,https://doi.org/10.5281/zenodo.1416874,Andrew Nesbit+University of Melbourne>AUS>education;Lloyd Hollenberg+University of Melbourne>AUS>education;Anthony Senyard+University of Melbourne>AUS>education,"We describe a system designed for automatic extraction and segmentation of didjeridu and clapsticks from certain styles of traditional Aboriginal Australian music. For didjeridu, we locate the start of notes using a complex-domain note onset detection algorithm, and use the detected onsets as cues for determining the harmonic series of sinusoids belonging to the didjeridu. The harmonic series is hypothesised, based on prior knowledge of the fundamental frequency of the didjeridu, and the most likely hypothesis is assumed. For clapsticks, we use independent subspace analysis to split the signal into harmonic and percussive components, followed by classification of the independent components. Finally, we identify areas in which the system can be enhanced to improve accuracy and also to extract a wider range of musically-relevant features. These include algorithms such as high frequency content techniques, and also computing the morphology of the didjeridu.",AUS,education,Developed economies,"[23.186264, -18.777256]","[-7.2401385, -16.966602]","[12.967258, 16.87687, -19.967514]","[-1.1585983, -5.754504, -3.7068725]","[9.804125, 7.5454307]","[7.99665, 0.95888054]","[13.64218, 9.611302, -0.3495976]","[10.4460125, 8.009221, 10.888058]"
61,Tomoyasu Nakano;Jun Ogata;Masataka Goto;Yuzuru Hiraga,A Drum Pattern Retrieval Method by Voice Percussion.,2004,https://doi.org/10.5281/zenodo.1417569,Tomoyasu Nakano+University of Tsukuba>JPN>education;Jun Ogata+University of Tsukuba>JPN>education;Masataka Goto+National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility;Yuzuru Hiraga+University of Tsukuba>JPN>education,"This paper presents a method for voice percussion recognition and its application to drum pattern retrieval. Recognition of voice percussion (verbalized expression of drum sound by voice) requires an approach that is different from existing methods. Individual differences in both vocal characteristics and the kinds of verbal expressions used add further complication to the task. The approach taken in this study uses onomatopoeia as internal representation of drum sounds, and combines the recognition of voice percussion with the retrieval of intended drum patterns. This scheme is intended to deal with the two types of individual differences mentioned above. In a recognition experiment with 200 utterances of voice percussion, our method achieved a recognition rate of 91.0% for the highest-tuned setting.",JPN,education,Developed economies,"[31.13069, -27.134703]","[-3.8849332, -14.6313505]","[19.38177, -14.581514, 9.619567]","[-1.9540997, 6.916334, -10.384172]","[7.931922, 6.943871]","[9.6017275, 1.8775245]","[11.984047, 9.916962, -0.9250462]","[10.081696, 7.5496836, 9.914685]"
60,Meinard Müller;Frank Kurth;Tido Röder,Towards an Efficient Algorithm for Automatic Score-to-Audio Synchronization.,2004,https://doi.org/10.5281/zenodo.1416302,Meinard Müller+Universität Bonn>DEU>education;Frank Kurth+Universität Bonn>DEU>education;Tido Röder+Universität Bonn>DEU>education,"In the last few years, several algorithms for the automatic alignment of audio and score data corresponding to the same piece of music have been proposed. Among the major drawbacks to these approaches are the long running times as well as the large memory requirements. In this paper we present an algorithm, which solves the synchronization problem accurately and efficiently for complex, polyphonic piano music. In a first step, we extract from the audio data stream a set of highly expressive features encoding note onset candidates separately for all pitches. This makes computations efficient since only a small number of such features is sufficient to solve the synchronization task. Based on a suitable matching model, the best match between the score and the feature parameters is computed by dynamic programming (DP). To further cut down the computational cost in the synchronization process, we introduce the concept of anchor matches, matches which can be easily established. Then the DP-based technique is locally applied between adjacent anchor matches. Evaluation results have been obtained on complex polyphonic piano pieces including Chopin’s Etudes Op. 10.",DEU,education,Developed economies,"[35.975384, 7.9378953]","[-13.248264, -26.27243]","[-0.19235699, -9.547495, 23.522638]","[1.947285, -17.3286, -10.273865]","[11.020297, 5.588553]","[7.406053, -1.1728455]","[14.64583, 8.435654, -1.8797852]","[8.768235, 6.207527, 10.987143]"
59,Daniel Müllensiefen;Klaus Frieler,Optimizing Measures Of Melodic Similarity For The Exploration Of A Large Folk Song Database.,2004,https://doi.org/10.5281/zenodo.1418031,Daniel Müllensiefen+University of Hamburg>DEU>education|University of Hamburg>DEU>education;Klaus Frieler+University of Hamburg>DEU>education|University of Hamburg>DEU>education,"This investigation aims at finding an optimal way of measuring the similarity of melodies. The applicability for an automated analysis and classification was tested on a folk song collection from Luxembourg that had been thoroughly analysed by an expert ethnomusicologist. Firstly a systematization of the currently available approaches to similarity measurements of melodies was done. About 50 similarity measures were implemented which differ in the way of transforming musical data and in the computational algorithms. Three listener experiments were conducted to compare the performance of the different measures to human experts’ ratings. Then an optimized model was obtained by using linear regression, which combines the output of several measures representing different musical dimensions. The performance of this optimized measure was compared with the classification work of a human ethnomusicologist on a collection of 577 Luxembourg folksongs.",DEU,education,Developed economies,"[-13.171642, -1.5096384]","[13.796616, -0.9873944]","[2.6051812, 16.382616, -6.845226]","[13.991943, -13.518528, 12.418711]","[13.109871, 9.17589]","[10.213669, -0.03267837]","[16.055573, 9.84429, 1.1636146]","[12.370878, 7.5635853, 12.3733015]"
58,R. Mitchell;Irfan A. Essa,Feature Weighting for Segmentation.,2004,https://doi.org/10.5281/zenodo.1414976,R. Mitchell Parry+Georgia Institute of Technology>USA>education;Irfan Essa+Georgia Institute of Technology>USA>education,"This paper proposes the use of feature weights to reveal the hierarchical nature of music audio. Feature weighting has been exploited in machine learning, but has not been applied to music audio segmentation. We describe both a global and a local approach to automatic feature weighting. The global approach assigns a single weighting to all features in a song. The local approach uses the local separability directly. Both approaches reveal structure that is obscured by standard features, and emphasize segments of a particular size.",USA,education,Developed economies,"[-3.8532825, -12.146155]","[8.084525, -18.757975]","[-4.4472494, -0.591838, 21.523348]","[9.361315, -13.8862705, -6.4545074]","[12.394499, 8.687327]","[8.650488, 1.3753647]","[15.152104, 10.805901, -1.452043]","[11.351162, 7.948387, 10.8670025]"
57,Martin F. McKinney;Dirk Moelants,Extracting the perceptual tempo from music.,2004,https://doi.org/10.5281/zenodo.1415146,Martin F. McKinney+Philips Research Laboratories>NLD>company;Dirk Moelants+Ghent University>BEL>education,The study presented here outlines a procedure for measuring and quantitatively representing the perceptual tempo of a musical excerpt. We also present a method for applying such measures of perceptual tempo to the design of automatic tempo-trackers in order to more accurately represent the perceived beat in music.,NLD,company,Developed economies,"[20.122482, -48.58456]","[-15.150648, -9.783339]","[10.902058, 0.88495594, 24.723463]","[-11.811995, 0.81366926, -1.5886217]","[11.150274, 4.0765686]","[6.2154355, -0.449183]","[13.918207, 7.044005, -1.4533329]","[8.173969, 7.1021123, 11.140934]"
30,Matthias Gruhne;Christian Uhle;Christian Dittmar;Markus Cremer,Extraction of Drum Patterns and their Description within the MPEG-7 High-Level-Framework.,2004,https://doi.org/10.5281/zenodo.1414888,Matthias Gruhne+Fraunhofer IDMT>DEU>facility;Christian Uhle+Fraunhofer IDMT>DEU>facility;Christian Dittmar+Fraunhofer IDMT>DEU>facility;Markus Cremer+Fraunhofer IDMT>DEU>facility,"A number of metadata standards have been published in recent years due to the increasing availability of multimedia content and the resulting issue of sorting and retrieving this content. One of the most recent efforts for a well defined metadata description is the ISO/IEC MPEG-7 standard, which takes a very broad approach towards the definition of metadata. Herein, not merely hand annotated textual information can be transported and stored, but also more signal specific data that can in most cases be automatically retrieved from the multimedia content itself. In this publication an algorithm for the automated transcription of rhythmic (percussive) accompaniment in modern day popular music is described. However, the emphasis here is not a precise transcription, but on capturing the “rhythmic gist” of the piece of music in order to allow a more abstract comparison of musical pieces by their dominant rhythmic patterns. A small-scale evaluation of the algorithm is presented along with an example representation of the thus gained semantically meaningful metadata using description methods currently discussed within MPEG-7.",DEU,facility,Developed economies,"[32.27703, -26.975906]","[-2.2600155, 17.042776]","[20.052288, -16.62002, 11.497259]","[-2.9169002, 2.6180756, 7.2723255]","[7.8997626, 6.958739]","[10.521357, -1.6515043]","[11.94937, 9.924774, -0.97070277]","[11.169748, 5.933785, 11.378709]"
56,Cory McKay;Ichiro Fujinaga,Automatic Genre Classification Using Large High-Level Musical Feature Sets.,2004,https://doi.org/10.5281/zenodo.1416158,Cory McKay+McGill University>CAN>education;Ichiro Fujinaga+McGill University>CAN>education,"This paper presents a system that extracts 109 musical features from symbolic recordings (MIDI, in this case) and uses them to classify the recordings by genre. The features used here are based on instrumentation, texture, rhythm, dynamics, pitch statistics, melody and chords. The classification is performed hierarchically using different sets of features at different levels of the hierarchy. Which features are used at each level, and their relative weightings, are determined using genetic algorithms. Classification is performed using a novel ensemble of feedforward neural networks and k-nearest neighbour classifiers. Arguments are presented emphasizing the importance of using high-level musical features, something that has been largely neglected in automatic classification systems to date in favour of low-level features. The effect on classification performance of varying the number of candidate features is examined in order to empirically demonstrate the importance of using a large variety of musically meaningful features. Two differently sized hierarchies are used in order to test the performance of the system under different conditions. Very encouraging classification success rates of 98% for root genres and 90% for leaf genres are obtained for a hierarchical taxonomy consisting of 9 leaf genres.",CAN,education,Developed economies,"[-25.120724, -8.917709]","[17.410097, -13.110554]","[4.4135427, 22.738663, 3.6101]","[5.9929223, 8.976954, -2.7899954]","[14.387275, 9.647036]","[10.00938, 1.157176]","[16.018297, 11.910585, -0.75587326]","[11.482101, 7.362429, 10.259082]"
55,Matija Marolt,Gaussian Mixture Models For Extraction Of Melodic Lines From Audio Recordings.,2004,https://doi.org/10.5281/zenodo.1416576,Matija Marolt+University of Ljubljana>SVN>education,"The presented study deals with extraction of melodic line(s) from polyphonic audio recordings. We base our work on the use of expectation maximization algorithm, which is employed in a two-step procedure that finds melodic lines in audio signals. In the first step, EM is used to find regions in the signal with strong and stable pitch (melodic fragments). In the second step, these fragments are grouped into clusters according to their properties (pitch, loudness...). The obtained clusters represent distinct melodic lines. Gaussian Mixture Models, trained with EM are used for clustering. The paper presents the entire process in more detail and gives some initial results.",SVN,education,Developed economies,"[1.009751, -23.939432]","[4.5127397, -26.478527]","[13.806952, 1.2598963, -4.646436]","[8.770585, -13.774301, -15.233442]","[11.3565, 9.569645]","[7.861287, 1.2903991]","[14.464343, 9.838779, 1.7051485]","[10.629817, 8.40364, 10.9892235]"
48,Olivier Lartillot,A multi-parametric and redundancy-filtering approach to pattern identification.,2004,https://doi.org/10.5281/zenodo.1416426,Olivier Lartillot+University of Jyväskylä>FIN>education,"This paper presents the principles of a new approach aimed at automatically discovering motivic patterns in monodies. It is shown that, for the results to agree with the listener’s understanding, computer modelling needs to follow as closely as possible the strategies undertaken during the listening process. Motivic patterns, which may progressively follow different musical dimensions, are discovered through an adaptive incremental identification in a multi-dimensional parametric space. The combinatorial redundancy that would logically result from the model is carefully limited with the help of particular heuristics. In particular, a notion of specificity relation between pattern descriptions is defined, unifying suffix relation – between patterns – and inclusion relation – between the multi-parametric descriptions of patterns. This enables to discard redundant patterns, whose descriptions are less specific than other patterns and whose occurrences are included in the occurrences of the more specific patterns. Resulting analyzes come close to the structures actually perceived by the listener.",FIN,education,Developed economies,"[21.940872, 21.196333]","[1.4067475, 12.21429]","[-2.0159779, -7.296617, 6.432809]","[-3.4551284, -15.807978, 11.700264]","[11.955795, 7.044317]","[9.449325, -0.38710466]","[14.793178, 9.170642, -0.66626185]","[11.28681, 7.2360454, 12.017859]"
